state;date;one_shot_daily;two_shot_daily;three_shot_daily
Ceará;2021-01-21;10475;30;0
Ceará;2021-01-22;8811;23;0
Ceará;2021-01-23;3496;9;0
Ceará;2021-01-24;2324;6;0
Ceará;2021-01-25;9259;10;0
Ceará;2021-01-26;9300;20;0
Ceará;2021-01-27;18212;55;0
Ceará;2021-01-28;20434;49;0
Ceará;2021-01-29;14696;11;0
Ceará;2021-01-30;4369;5;0
Ceará;2021-01-31;2792;3;0
Ceará;2021-02-01;12183;28;0
Ceará;2021-02-02;14147;56;0
Ceará;2021-02-03;12061;89;0
Ceará;2021-02-04;12216;57;0
Ceará;2021-02-05;12098;39;0
Ceará;2021-02-06;6624;30;0
Ceará;2021-02-07;6062;9;0
Ceará;2021-02-08;8497;30;0
Ceará;2021-02-09;9171;132;0
Ceará;2021-02-10;10437;1176;0
Ceará;2021-02-11;13039;1487;0
Ceará;2021-02-12;11931;1423;0
Ceará;2021-02-13;6409;3507;0
Ceará;2021-02-14;5626;3039;0
Ceará;2021-02-15;8234;6302;0
Ceará;2021-02-16;7639;8641;0
Ceará;2021-02-17;7113;10407;0
Ceará;2021-02-18;7211;10811;0
Ceará;2021-02-19;4355;8708;0
Ceará;2021-02-20;737;5202;0
Ceará;2021-02-21;855;2796;0
Ceará;2021-02-22;2135;8248;0
Ceará;2021-02-23;1465;7512;0
Ceará;2021-02-24;1107;6757;0
Ceará;2021-02-25;5079;6258;0
Ceará;2021-02-26;12642;5091;0
Ceará;2021-02-27;3750;2606;0
Ceará;2021-02-28;2775;462;0
Ceará;2021-03-01;13637;7562;0
Ceará;2021-03-02;14494;4745;0
Ceará;2021-03-03;13160;4452;0
Ceará;2021-03-04;13886;3946;0
Ceará;2021-03-05;12319;4912;0
Ceará;2021-03-06;4303;4675;0
Ceará;2021-03-07;1540;2822;0
Ceará;2021-03-08;10770;6834;0
Ceará;2021-03-09;10307;7586;0
Ceará;2021-03-10;9195;9762;0
Ceará;2021-03-11;9940;7568;1
Ceará;2021-03-12;10841;4666;0
Ceará;2021-03-13;3475;1469;0
Ceará;2021-03-14;1180;486;0
Ceará;2021-03-15;10386;3547;0
Ceará;2021-03-16;8840;4369;0
Ceará;2021-03-17;8715;2852;0
Ceará;2021-03-18;13818;2708;0
Ceará;2021-03-19;8171;1241;0
Ceará;2021-03-20;8767;2281;0
Ceará;2021-03-21;4236;1068;0
Ceará;2021-03-22;30511;3377;0
Ceará;2021-03-23;48227;4343;0
Ceará;2021-03-24;50791;3677;0
Ceará;2021-03-25;46928;2299;0
Ceará;2021-03-26;24733;3858;0
Ceará;2021-03-27;31469;628;0
Ceará;2021-03-28;20559;369;0
Ceará;2021-03-29;38434;5318;0
Ceará;2021-03-30;42884;5094;0
Ceará;2021-03-31;45069;5539;0
Ceará;2021-04-01;45843;1795;0
Ceará;2021-04-02;27500;504;0
Ceará;2021-04-03;31903;2353;0
Ceará;2021-04-04;7115;967;0
Ceará;2021-04-05;17801;9066;0
Ceará;2021-04-06;16381;16186;0
Ceará;2021-04-07;11959;18199;0
Ceará;2021-04-08;6261;21428;0
Ceará;2021-04-09;5467;17723;0
Ceará;2021-04-10;11554;7205;0
Ceará;2021-04-11;3790;1606;0
Ceará;2021-04-12;11936;17110;0
Ceará;2021-04-13;12196;17614;0
Ceará;2021-04-14;7810;20913;0
Ceará;2021-04-15;8905;27156;0
Ceará;2021-04-16;12719;25029;0
Ceará;2021-04-17;23027;16547;0
Ceará;2021-04-18;5537;2061;0
Ceará;2021-04-19;19730;27604;0
Ceará;2021-04-20;22436;37494;0
Ceará;2021-04-21;22276;12613;0
Ceará;2021-04-22;17899;29786;0
Ceará;2021-04-23;12176;24427;0
Ceará;2021-04-24;20816;17395;0
Ceará;2021-04-25;464;8090;0
Ceará;2021-04-26;15442;24817;0
Ceará;2021-04-27;16405;32095;0
Ceará;2021-04-28;12933;26005;0
Ceará;2021-04-29;10922;17283;0
Ceará;2021-04-30;10808;8866;0
Ceará;2021-05-01;11971;7779;0
Ceará;2021-05-02;4170;3701;0
Ceará;2021-05-03;16671;13631;0
Ceará;2021-05-04;18139;12145;0
Ceará;2021-05-05;17788;9365;0
Ceará;2021-05-06;13412;5466;0
Ceará;2021-05-07;14408;4538;0
Ceará;2021-05-08;13526;12733;0
Ceará;2021-05-09;1461;2113;0
Ceará;2021-05-10;14095;7561;0
Ceará;2021-05-11;13909;7297;0
Ceará;2021-05-12;13518;5606;0
Ceará;2021-05-13;8735;14147;0
Ceará;2021-05-14;14697;3292;0
Ceará;2021-05-15;21873;454;0
Ceará;2021-05-16;558;31859;0
Ceará;2021-05-17;9942;6631;0
Ceará;2021-05-18;11628;6962;0
Ceará;2021-05-19;16473;3843;0
Ceará;2021-05-20;19089;15337;0
Ceará;2021-05-21;16834;8360;0
Ceará;2021-05-22;17938;1647;0
Ceará;2021-05-23;4490;330;0
Ceará;2021-05-24;17608;5005;0
Ceará;2021-05-25;21697;5506;0
Ceará;2021-05-26;21534;5776;0
Ceará;2021-05-27;23573;4964;0
Ceará;2021-05-28;24753;4045;0
Ceará;2021-05-29;31278;1127;0
Ceará;2021-05-30;5333;261;0
Ceará;2021-05-31;26793;3164;0
Ceará;2021-06-01;36601;5019;0
Ceará;2021-06-02;52823;5823;0
Ceará;2021-06-03;27758;1793;0
Ceará;2021-06-04;38032;2831;0
Ceará;2021-06-05;27515;1182;0
Ceará;2021-06-06;12432;1183;0
Ceará;2021-06-07;43435;3748;0
Ceará;2021-06-08;47526;3491;0
Ceará;2021-06-09;54725;2736;0
Ceará;2021-06-10;63229;3165;0
Ceará;2021-06-11;65852;1967;0
Ceará;2021-06-12;76227;337;0
Ceará;2021-06-13;13958;109;0
Ceará;2021-06-14;50641;1472;0
Ceará;2021-06-15;63993;1442;0
Ceará;2021-06-16;60973;1435;0
Ceará;2021-06-17;56203;1444;0
Ceará;2021-06-18;67171;822;0
Ceará;2021-06-19;84315;505;0
Ceará;2021-06-20;18411;1033;0
Ceará;2021-06-21;69681;952;0
Ceará;2021-06-22;86710;1396;0
Ceará;2021-06-23;93189;1745;0
Ceará;2021-06-24;67860;5095;0
Ceará;2021-06-25;62876;3575;0
Ceará;2021-06-26;98889;1323;0
Ceará;2021-06-27;19329;120;0
Ceará;2021-06-28;67827;4508;0
Ceará;2021-06-29;56983;12526;0
Ceará;2021-06-30;51416;13298;0
Ceará;2021-07-01;51138;8774;0
Ceará;2021-07-02;39475;12036;0
Ceará;2021-07-03;31092;2143;0
Ceará;2021-07-04;10615;1112;0
Ceará;2021-07-05;51311;7620;0
Ceará;2021-07-06;58278;8608;0
Ceará;2021-07-07;63419;27278;0
Ceará;2021-07-08;65069;14755;0
Ceará;2021-07-09;35033;8677;0
Ceará;2021-07-10;27231;3196;0
Ceará;2021-07-11;3662;278;0
Ceará;2021-07-12;33219;21277;0
Ceará;2021-07-13;34256;23476;0
Ceará;2021-07-14;23300;10702;0
Ceará;2021-07-15;11960;11396;0
Ceará;2021-07-16;11359;12441;0
Ceará;2021-07-17;559;3484;0
Ceará;2021-07-18;56;453;0
Ceará;2021-07-19;29031;14279;0
Ceará;2021-07-20;34432;15083;0
Ceará;2021-07-21;33437;18385;0
Ceará;2021-07-22;34989;23624;0
Ceará;2021-07-23;32776;36136;0
Ceará;2021-07-24;10776;8421;0
Ceará;2021-07-25;1398;1413;0
Ceará;2021-07-26;24746;24132;0
Ceará;2021-07-27;24736;24944;0
Ceará;2021-07-28;9348;28748;0
Ceará;2021-07-29;17282;16055;0
Ceará;2021-07-30;51787;17500;0
Ceará;2021-07-31;15265;10726;0
Ceará;2021-08-01;1361;8975;0
Ceará;2021-08-02;11059;28559;0
Ceará;2021-08-03;12257;35913;0
Ceará;2021-08-04;33884;31115;0
Ceará;2021-08-05;51330;29297;0
Ceará;2021-08-06;61075;26461;0
Ceará;2021-08-07;30967;8079;0
Ceará;2021-08-08;10782;1439;0
Ceará;2021-08-09;49207;27895;0
Ceará;2021-08-10;75192;28260;0
Ceará;2021-08-11;88732;36530;0
Ceará;2021-08-12;92439;24599;0
Ceará;2021-08-13;84287;15893;0
Ceará;2021-08-14;69012;7461;0
Ceará;2021-08-15;16781;3104;0
Ceará;2021-08-16;58765;15745;0
Ceará;2021-08-17;87344;20910;0
Ceará;2021-08-18;66856;30661;0
Ceará;2021-08-19;49196;46231;0
Ceará;2021-08-20;68357;28921;0
Ceará;2021-08-21;45340;17214;0
Ceará;2021-08-22;12799;4174;0
Ceará;2021-08-23;41161;36447;0
Ceará;2021-08-24;58225;48352;0
Ceará;2021-08-25;79132;54644;0
Ceará;2021-08-26;66333;56162;0
Ceará;2021-08-27;71204;45944;0
Ceará;2021-08-28;60038;16339;0
Ceará;2021-08-29;13316;1777;0
Ceará;2021-08-30;52818;32327;0
Ceará;2021-08-31;68619;36964;0
Ceará;2021-09-01;50700;42880;0
Ceará;2021-09-02;32657;73994;0
Ceará;2021-09-03;38530;66270;0
Ceará;2021-09-04;32692;19411;0
Ceará;2021-09-05;5950;2647;0
Ceará;2021-09-06;9024;40849;0
Ceará;2021-09-07;7947;5427;0
Ceará;2021-09-08;25583;70839;0
Ceará;2021-09-09;32094;79685;0
Ceará;2021-09-10;32000;66545;0
Ceará;2021-09-11;19351;27571;0
Ceará;2021-09-12;4499;2714;0
Ceará;2021-09-13;26750;49460;0
Ceará;2021-09-14;33721;47822;0
Ceará;2021-09-15;36063;58383;0
Ceará;2021-09-16;34791;58653;0
Ceará;2021-09-17;30809;38759;0
Ceará;2021-09-18;18101;29038;0
Ceará;2021-09-19;2176;6702;0
Ceará;2021-09-20;30730;47857;0
Ceará;2021-09-21;39581;51586;0
Ceará;2021-09-22;39733;61713;0
Ceará;2021-09-23;39933;66298;0
Ceará;2021-09-24;28239;57798;0
Ceará;2021-09-25;14391;23268;0
Ceará;2021-09-26;1486;6674;0
Ceará;2021-09-27;19960;45619;0
Ceará;2021-09-28;25578;54980;0
Ceará;2021-09-29;27224;60271;0
Ceará;2021-09-30;21632;59737;0
Ceará;2021-10-01;20650;42104;0
Ceará;2021-10-02;8510;31518;0
Ceará;2021-10-03;153;2462;0
Ceará;2021-10-04;8753;39747;0
Ceará;2021-10-05;12402;65137;0
Ceará;2021-10-06;17452;64123;0
Ceará;2021-10-07;12224;59869;0
Ceará;2021-10-08;11637;51969;0
Ceará;2021-10-09;5325;14319;1
Ceará;2021-10-10;679;2980;0
Ceará;2021-10-11;5780;32526;0
Ceará;2021-10-12;244;4472;0
Ceará;2021-10-13;7617;61803;0
Ceará;2021-10-14;7243;64657;1
Ceará;2021-10-15;10678;65160;0
Ceará;2021-10-16;4565;10698;0
Ceará;2021-10-17;739;6230;0
Ceará;2021-10-18;7634;47904;0
Ceará;2021-10-19;11399;58207;1
Ceará;2021-10-20;10980;57947;1
Ceará;2021-10-21;14113;63325;0
Ceará;2021-10-22;13193;49772;0
Ceará;2021-10-23;4745;12458;0
Ceará;2021-10-24;69;418;0
Ceará;2021-10-25;9867;47758;0
Ceará;2021-10-26;15917;52051;0
Ceará;2021-10-27;12554;63166;0
Ceará;2021-10-28;13497;57678;0
Ceará;2021-10-29;11815;44764;0
Ceará;2021-10-30;3334;15800;0
Ceará;2021-10-31;233;2733;0
Ceará;2021-11-01;1436;8299;0
Ceará;2021-11-02;907;3842;0
Ceará;2021-11-03;6878;40367;1
Ceará;2021-11-04;8655;50881;0
Ceará;2021-11-05;12671;48195;1
Ceará;2021-11-06;3741;16930;1
Ceará;2021-11-07;314;6934;0
Ceará;2021-11-08;6243;28816;0
Ceará;2021-11-09;8623;33749;0
Ceará;2021-11-10;12509;54721;0
Ceará;2021-11-11;10946;52260;0
Ceará;2021-11-12;11006;46253;0
Ceará;2021-11-13;2825;19779;0
Ceará;2021-11-14;663;2816;0
Ceará;2021-11-15;2317;9146;0
Ceará;2021-11-16;8033;44693;1
Ceará;2021-11-17;12371;46976;0
Ceará;2021-11-18;14865;42470;0
Ceará;2021-11-19;9947;36149;0
Ceará;2021-11-20;6720;21348;0
Ceará;2021-11-21;1052;3507;0
Ceará;2021-11-22;6884;31429;0
Ceará;2021-11-23;9636;40763;0
Ceará;2021-11-24;10901;36913;0
Ceará;2021-11-25;8976;38484;0
Ceará;2021-11-26;8197;29253;0
Ceará;2021-11-27;4148;11222;0
Ceará;2021-11-28;805;2373;0
Ceará;2021-11-29;6669;24431;0
Ceará;2021-11-30;7588;26221;1
Ceará;2021-12-01;6623;21972;1
Ceará;2021-12-02;7941;24739;0
Ceará;2021-12-03;7485;17861;0
Ceará;2021-12-04;3841;8594;0
Ceará;2021-12-05;543;1312;0
Ceará;2021-12-06;5859;14529;0
Ceará;2021-12-07;9564;19109;1
Ceará;2021-12-08;7473;21674;0
Ceará;2021-12-09;9392;21478;0
Ceará;2021-12-10;5506;15621;2
Ceará;2021-12-11;1961;4000;0
Ceará;2021-12-12;465;1329;1
Ceará;2021-12-13;5462;11725;0
Ceará;2021-12-14;6323;15192;1
Ceará;2021-12-15;8166;20844;0
Ceará;2021-12-16;9447;23099;0
Ceará;2021-12-17;5278;16241;0
Ceará;2021-12-18;1275;5453;0
Ceará;2021-12-19;284;1059;0
Ceará;2021-12-20;4782;14775;0
Ceará;2021-12-21;6085;15750;1
Ceará;2021-12-22;5568;17575;0
Ceará;2021-12-23;3195;10218;0
Ceará;2021-12-24;86;242;0
Ceará;2021-12-25;16;63;0
Ceará;2021-12-26;17;45;0
Ceará;2021-12-27;2592;7038;0
Ceará;2021-12-28;3409;9000;0
Ceará;2021-12-29;2915;8411;1
Ceará;2021-12-30;1686;4064;0
Ceará;2021-12-31;41;73;0
Distrito Federal;2021-01-04;0;2;0
Distrito Federal;2021-01-05;0;3;0
Distrito Federal;2021-01-10;1;0;0
Distrito Federal;2021-01-11;1;0;0
Distrito Federal;2021-01-17;7;1;0
Distrito Federal;2021-01-18;5;4;0
Distrito Federal;2021-01-19;2729;3;0
Distrito Federal;2021-01-20;5920;6;0
Distrito Federal;2021-01-21;4467;8;0
Distrito Federal;2021-01-22;3565;15;0
Distrito Federal;2021-01-23;19;4;0
Distrito Federal;2021-01-24;10;0;0
Distrito Federal;2021-01-25;3189;12;0
Distrito Federal;2021-01-26;6002;17;0
Distrito Federal;2021-01-27;7864;9;0
Distrito Federal;2021-01-28;6463;6;0
Distrito Federal;2021-01-29;7208;6;0
Distrito Federal;2021-01-30;119;3;0
Distrito Federal;2021-01-31;32;3;0
Distrito Federal;2021-02-01;14217;24;0
Distrito Federal;2021-02-02;18257;43;0
Distrito Federal;2021-02-03;8092;25;0
Distrito Federal;2021-02-04;6135;12;0
Distrito Federal;2021-02-05;4582;39;0
Distrito Federal;2021-02-06;6;0;0
Distrito Federal;2021-02-07;7;3;0
Distrito Federal;2021-02-08;2095;460;0
Distrito Federal;2021-02-09;3981;1694;0
Distrito Federal;2021-02-10;2783;3475;0
Distrito Federal;2021-02-11;2041;3355;0
Distrito Federal;2021-02-12;1179;3180;0
Distrito Federal;2021-02-13;14;63;0
Distrito Federal;2021-02-14;5;34;0
Distrito Federal;2021-02-15;1;4;0
Distrito Federal;2021-02-16;11;12;0
Distrito Federal;2021-02-17;495;1222;0
Distrito Federal;2021-02-18;1341;4756;0
Distrito Federal;2021-02-19;966;4552;0
Distrito Federal;2021-02-20;15;18;0
Distrito Federal;2021-02-21;19;13;0
Distrito Federal;2021-02-22;942;4219;0
Distrito Federal;2021-02-23;353;4792;0
Distrito Federal;2021-02-24;263;5150;0
Distrito Federal;2021-02-25;860;4241;0
Distrito Federal;2021-02-26;10812;3777;0
Distrito Federal;2021-02-27;13;7;0
Distrito Federal;2021-02-28;13;6;0
Distrito Federal;2021-03-01;7519;5694;0
Distrito Federal;2021-03-02;4061;3110;0
Distrito Federal;2021-03-03;1763;1797;0
Distrito Federal;2021-03-04;5768;1722;0
Distrito Federal;2021-03-05;4938;1937;0
Distrito Federal;2021-03-06;530;48;0
Distrito Federal;2021-03-07;4;2;0
Distrito Federal;2021-03-08;1456;1261;0
Distrito Federal;2021-03-09;1248;2207;0
Distrito Federal;2021-03-10;902;1741;0
Distrito Federal;2021-03-11;7272;1482;0
Distrito Federal;2021-03-12;3182;971;0
Distrito Federal;2021-03-13;210;26;0
Distrito Federal;2021-03-14;12;24;0
Distrito Federal;2021-03-15;1766;400;0
Distrito Federal;2021-03-16;2730;485;0
Distrito Federal;2021-03-17;1576;673;0
Distrito Federal;2021-03-18;16436;743;0
Distrito Federal;2021-03-19;5683;785;0
Distrito Federal;2021-03-20;645;59;0
Distrito Federal;2021-03-21;445;63;0
Distrito Federal;2021-03-22;20668;689;0
Distrito Federal;2021-03-23;15637;672;0
Distrito Federal;2021-03-24;5206;608;0
Distrito Federal;2021-03-25;2479;839;0
Distrito Federal;2021-03-26;25923;815;0
Distrito Federal;2021-03-27;9859;80;0
Distrito Federal;2021-03-28;7353;103;0
Distrito Federal;2021-03-29;9680;1303;0
Distrito Federal;2021-03-30;8071;1598;0
Distrito Federal;2021-03-31;4832;1670;0
Distrito Federal;2021-04-01;2834;4344;0
Distrito Federal;2021-04-02;772;10;0
Distrito Federal;2021-04-03;3224;86;0
Distrito Federal;2021-04-04;54;319;0
Distrito Federal;2021-04-05;5672;2364;0
Distrito Federal;2021-04-06;1406;2957;0
Distrito Federal;2021-04-07;792;2522;0
Distrito Federal;2021-04-08;330;5955;0
Distrito Federal;2021-04-09;8516;3720;0
Distrito Federal;2021-04-10;686;262;0
Distrito Federal;2021-04-11;168;290;0
Distrito Federal;2021-04-12;2915;4051;0
Distrito Federal;2021-04-13;3434;4968;0
Distrito Federal;2021-04-14;2742;6760;0
Distrito Federal;2021-04-15;2082;12441;0
Distrito Federal;2021-04-16;13134;10628;0
Distrito Federal;2021-04-17;8379;2443;0
Distrito Federal;2021-04-18;2517;1701;0
Distrito Federal;2021-04-19;6095;16975;0
Distrito Federal;2021-04-20;3710;17109;0
Distrito Federal;2021-04-21;649;2305;0
Distrito Federal;2021-04-22;3647;12551;0
Distrito Federal;2021-04-23;14891;17845;0
Distrito Federal;2021-04-24;10078;3453;0
Distrito Federal;2021-04-25;2613;1945;0
Distrito Federal;2021-04-26;10140;11552;0
Distrito Federal;2021-04-27;3907;10258;0
Distrito Federal;2021-04-28;2345;6218;0
Distrito Federal;2021-04-29;1570;4159;0
Distrito Federal;2021-04-30;24339;4258;0
Distrito Federal;2021-05-01;6476;841;0
Distrito Federal;2021-05-02;1723;936;0
Distrito Federal;2021-05-03;7224;10197;0
Distrito Federal;2021-05-04;8265;7892;0
Distrito Federal;2021-05-05;8132;4640;0
Distrito Federal;2021-05-06;12391;2338;0
Distrito Federal;2021-05-07;10654;1375;0
Distrito Federal;2021-05-08;6506;281;0
Distrito Federal;2021-05-09;2195;96;0
Distrito Federal;2021-05-10;9026;2565;0
Distrito Federal;2021-05-11;7032;2374;0
Distrito Federal;2021-05-12;3519;2038;0
Distrito Federal;2021-05-13;9534;1731;0
Distrito Federal;2021-05-14;9381;2140;0
Distrito Federal;2021-05-15;3299;873;0
Distrito Federal;2021-05-16;1246;692;0
Distrito Federal;2021-05-17;4658;2311;0
Distrito Federal;2021-05-18;6076;1369;0
Distrito Federal;2021-05-19;7546;985;0
Distrito Federal;2021-05-20;7847;2068;0
Distrito Federal;2021-05-21;6382;3508;0
Distrito Federal;2021-05-22;1176;148;0
Distrito Federal;2021-05-23;1045;113;0
Distrito Federal;2021-05-24;6514;3346;0
Distrito Federal;2021-05-25;4725;2138;0
Distrito Federal;2021-05-26;6301;3692;0
Distrito Federal;2021-05-27;5844;3783;0
Distrito Federal;2021-05-28;6707;2507;0
Distrito Federal;2021-05-29;3107;160;0
Distrito Federal;2021-05-30;2826;116;0
Distrito Federal;2021-05-31;13711;1696;0
Distrito Federal;2021-06-01;12740;2439;0
Distrito Federal;2021-06-02;13177;1474;0
Distrito Federal;2021-06-03;1008;51;0
Distrito Federal;2021-06-04;11580;1122;0
Distrito Federal;2021-06-05;3737;63;0
Distrito Federal;2021-06-06;3391;32;0
Distrito Federal;2021-06-07;14098;482;0
Distrito Federal;2021-06-08;8253;331;0
Distrito Federal;2021-06-09;14764;319;0
Distrito Federal;2021-06-10;13509;225;0
Distrito Federal;2021-06-11;10209;252;0
Distrito Federal;2021-06-12;6303;31;0
Distrito Federal;2021-06-13;6251;18;0
Distrito Federal;2021-06-14;23532;229;0
Distrito Federal;2021-06-15;23430;182;0
Distrito Federal;2021-06-16;22455;272;0
Distrito Federal;2021-06-17;28485;535;0
Distrito Federal;2021-06-18;27485;1208;0
Distrito Federal;2021-06-19;4901;201;0
Distrito Federal;2021-06-20;4846;97;0
Distrito Federal;2021-06-21;10206;1358;0
Distrito Federal;2021-06-22;10316;785;0
Distrito Federal;2021-06-23;7246;898;0
Distrito Federal;2021-06-24;9664;723;0
Distrito Federal;2021-06-25;9061;695;0
Distrito Federal;2021-06-26;4436;87;0
Distrito Federal;2021-06-27;4655;53;0
Distrito Federal;2021-06-28;20199;2344;0
Distrito Federal;2021-06-29;18068;1424;0
Distrito Federal;2021-06-30;13558;1277;0
Distrito Federal;2021-07-01;8765;1491;0
Distrito Federal;2021-07-02;14358;3657;0
Distrito Federal;2021-07-03;3744;290;0
Distrito Federal;2021-07-04;4745;126;0
Distrito Federal;2021-07-05;14498;1856;0
Distrito Federal;2021-07-06;12202;1421;0
Distrito Federal;2021-07-07;19171;2909;1
Distrito Federal;2021-07-08;20059;4171;0
Distrito Federal;2021-07-09;7767;7230;0
Distrito Federal;2021-07-10;2404;535;0
Distrito Federal;2021-07-11;2363;296;0
Distrito Federal;2021-07-12;7659;6054;0
Distrito Federal;2021-07-13;11068;4270;0
Distrito Federal;2021-07-14;11756;2760;0
Distrito Federal;2021-07-15;5999;5642;0
Distrito Federal;2021-07-16;2364;11803;0
Distrito Federal;2021-07-17;1924;2136;0
Distrito Federal;2021-07-18;2273;2222;0
Distrito Federal;2021-07-19;8298;13216;0
Distrito Federal;2021-07-20;10691;6731;0
Distrito Federal;2021-07-21;13899;6244;0
Distrito Federal;2021-07-22;14539;8659;0
Distrito Federal;2021-07-23;64741;15111;0
Distrito Federal;2021-07-24;35690;4695;0
Distrito Federal;2021-07-25;15179;2747;0
Distrito Federal;2021-07-26;3138;11692;0
Distrito Federal;2021-07-27;2100;17221;0
Distrito Federal;2021-07-28;1675;15453;0
Distrito Federal;2021-07-29;36655;13808;0
Distrito Federal;2021-07-30;9366;15267;0
Distrito Federal;2021-07-31;412;8606;0
Distrito Federal;2021-08-01;342;4007;0
Distrito Federal;2021-08-02;1473;14776;0
Distrito Federal;2021-08-03;79962;8588;0
Distrito Federal;2021-08-04;46275;7684;0
Distrito Federal;2021-08-05;25199;8082;0
Distrito Federal;2021-08-06;17606;7415;0
Distrito Federal;2021-08-07;4240;2094;0
Distrito Federal;2021-08-08;1411;1025;0
Distrito Federal;2021-08-09;13460;9475;0
Distrito Federal;2021-08-10;79402;8228;0
Distrito Federal;2021-08-11;44712;9304;0
Distrito Federal;2021-08-12;95365;7885;0
Distrito Federal;2021-08-13;54362;7931;0
Distrito Federal;2021-08-14;12555;2389;0
Distrito Federal;2021-08-15;3601;1336;0
Distrito Federal;2021-08-16;31484;7677;0
Distrito Federal;2021-08-17;54798;6705;0
Distrito Federal;2021-08-18;31932;7086;0
Distrito Federal;2021-08-19;17381;15293;0
Distrito Federal;2021-08-20;11013;14776;0
Distrito Federal;2021-08-21;253;3781;0
Distrito Federal;2021-08-22;131;2366;0
Distrito Federal;2021-08-23;4887;14443;0
Distrito Federal;2021-08-24;28424;12147;0
Distrito Federal;2021-08-25;13684;10105;0
Distrito Federal;2021-08-26;7703;15582;0
Distrito Federal;2021-08-27;7224;12316;0
Distrito Federal;2021-08-28;1230;2434;0
Distrito Federal;2021-08-29;666;1097;0
Distrito Federal;2021-08-30;7566;11225;0
Distrito Federal;2021-08-31;6086;20315;0
Distrito Federal;2021-09-01;4435;17782;0
Distrito Federal;2021-09-02;4007;14919;0
Distrito Federal;2021-09-03;3897;12663;0
Distrito Federal;2021-09-04;483;2310;0
Distrito Federal;2021-09-05;222;1622;0
Distrito Federal;2021-09-06;2537;12523;0
Distrito Federal;2021-09-07;383;963;0
Distrito Federal;2021-09-08;1474;38977;0
Distrito Federal;2021-09-09;1272;38158;0
Distrito Federal;2021-09-10;14535;26429;0
Distrito Federal;2021-09-11;1996;6016;0
Distrito Federal;2021-09-12;798;2540;0
Distrito Federal;2021-09-13;8460;19504;0
Distrito Federal;2021-09-14;6479;17370;0
Distrito Federal;2021-09-15;27513;11857;0
Distrito Federal;2021-09-16;18659;9864;0
Distrito Federal;2021-09-17;10695;9476;0
Distrito Federal;2021-09-18;2105;1937;0
Distrito Federal;2021-09-19;552;793;0
Distrito Federal;2021-09-20;7199;8861;0
Distrito Federal;2021-09-21;15676;10375;0
Distrito Federal;2021-09-22;9530;8830;0
Distrito Federal;2021-09-23;6157;28825;0
Distrito Federal;2021-09-24;5408;21137;0
Distrito Federal;2021-09-25;870;5587;0
Distrito Federal;2021-09-26;358;2424;0
Distrito Federal;2021-09-27;3905;22474;0
Distrito Federal;2021-09-28;13343;21114;0
Distrito Federal;2021-09-29;9011;19776;0
Distrito Federal;2021-09-30;6346;15735;0
Distrito Federal;2021-10-01;4614;10718;1
Distrito Federal;2021-10-02;447;2434;0
Distrito Federal;2021-10-03;118;1143;0
Distrito Federal;2021-10-04;3441;10518;0
Distrito Federal;2021-10-05;2814;14436;0
Distrito Federal;2021-10-06;2569;18257;0
Distrito Federal;2021-10-07;1661;14687;0
Distrito Federal;2021-10-08;1012;32503;0
Distrito Federal;2021-10-09;136;6339;0
Distrito Federal;2021-10-10;51;3250;0
Distrito Federal;2021-10-11;1186;26478;0
Distrito Federal;2021-10-12;39;1971;0
Distrito Federal;2021-10-13;980;21862;2
Distrito Federal;2021-10-14;1217;24168;0
Distrito Federal;2021-10-15;923;24211;0
Distrito Federal;2021-10-16;85;4201;0
Distrito Federal;2021-10-17;48;2239;0
Distrito Federal;2021-10-18;1153;22062;0
Distrito Federal;2021-10-19;1116;19840;0
Distrito Federal;2021-10-20;2944;16858;0
Distrito Federal;2021-10-21;2576;13143;0
Distrito Federal;2021-10-22;2514;18407;0
Distrito Federal;2021-10-23;376;3255;0
Distrito Federal;2021-10-24;271;2163;0
Distrito Federal;2021-10-25;2444;18976;0
Distrito Federal;2021-10-26;2395;21335;0
Distrito Federal;2021-10-27;2308;19386;0
Distrito Federal;2021-10-28;2027;17204;0
Distrito Federal;2021-10-29;2142;15858;0
Distrito Federal;2021-10-30;200;2239;0
Distrito Federal;2021-10-31;98;1265;0
Distrito Federal;2021-11-01;235;1513;0
Distrito Federal;2021-11-02;240;1299;0
Distrito Federal;2021-11-03;2112;19031;0
Distrito Federal;2021-11-04;1508;18648;0
Distrito Federal;2021-11-05;1656;18937;0
Distrito Federal;2021-11-06;191;2764;0
Distrito Federal;2021-11-07;81;1357;0
Distrito Federal;2021-11-08;1578;17892;0
Distrito Federal;2021-11-09;1610;22024;0
Distrito Federal;2021-11-10;1218;18216;0
Distrito Federal;2021-11-11;1116;16771;0
Distrito Federal;2021-11-12;1205;13038;0
Distrito Federal;2021-11-13;185;2610;0
Distrito Federal;2021-11-14;107;1356;0
Distrito Federal;2021-11-15;148;1518;0
Distrito Federal;2021-11-16;1337;16330;0
Distrito Federal;2021-11-17;1246;15489;0
Distrito Federal;2021-11-18;1041;11582;0
Distrito Federal;2021-11-19;1237;13818;0
Distrito Federal;2021-11-20;2062;7837;0
Distrito Federal;2021-11-21;44;536;0
Distrito Federal;2021-11-22;1365;13374;0
Distrito Federal;2021-11-23;1184;14105;0
Distrito Federal;2021-11-24;1210;12618;0
Distrito Federal;2021-11-25;1155;11221;0
