state;date;one_shot_daily;two_shot_daily;three_shot_daily
Acre;2021-01-17;5;0;0
Acre;2021-01-18;5;0;0
Acre;2021-01-19;48;0;0
Acre;2021-01-20;1037;1;0
Acre;2021-01-21;1624;2;0
Acre;2021-01-22;1127;2;0
Acre;2021-01-23;199;2;0
Acre;2021-01-24;104;6;0
Acre;2021-01-25;911;0;0
Acre;2021-01-26;1224;2;0
Acre;2021-01-27;1273;1;0
Acre;2021-01-28;1026;0;0
Acre;2021-01-29;1693;3;0
Acre;2021-01-30;684;2;0
Acre;2021-01-31;146;0;0
Acre;2021-02-01;851;3;0
Acre;2021-02-02;490;4;0
Acre;2021-02-03;873;2;0
Acre;2021-02-04;491;51;0
Acre;2021-02-05;530;13;0
Acre;2021-02-06;177;29;0
Acre;2021-02-07;80;9;0
Acre;2021-02-08;882;66;0
Acre;2021-02-09;430;64;0
Acre;2021-02-10;705;89;0
Acre;2021-02-11;532;65;0
Acre;2021-02-12;617;138;0
Acre;2021-02-13;134;187;0
Acre;2021-02-14;136;39;0
Acre;2021-02-15;304;219;0
Acre;2021-02-16;663;283;0
Acre;2021-02-17;396;1440;0
Acre;2021-02-18;718;1427;0
Acre;2021-02-19;389;899;0
Acre;2021-02-20;376;304;0
Acre;2021-02-21;100;271;0
Acre;2021-02-22;439;782;0
Acre;2021-02-23;214;665;0
Acre;2021-02-24;212;550;0
Acre;2021-02-25;1843;337;0
Acre;2021-02-26;2893;909;0
Acre;2021-02-27;1166;118;0
Acre;2021-02-28;326;51;0
Acre;2021-03-01;1313;319;0
Acre;2021-03-02;2143;430;0
Acre;2021-03-03;1766;216;0
Acre;2021-03-04;2153;209;0
Acre;2021-03-05;1537;187;0
Acre;2021-03-06;168;43;0
Acre;2021-03-07;23;57;0
Acre;2021-03-08;173;88;0
Acre;2021-03-09;834;216;0
Acre;2021-03-10;1109;554;0
Acre;2021-03-11;1897;316;0
Acre;2021-03-12;778;297;0
Acre;2021-03-13;104;68;0
Acre;2021-03-14;33;25;0
Acre;2021-03-15;539;271;0
Acre;2021-03-16;708;600;0
Acre;2021-03-17;849;397;0
Acre;2021-03-18;1731;321;0
Acre;2021-03-19;702;174;0
Acre;2021-03-20;57;40;0
Acre;2021-03-21;35;37;0
Acre;2021-03-22;980;210;0
Acre;2021-03-23;781;279;0
Acre;2021-03-24;1870;254;0
Acre;2021-03-25;3925;511;0
Acre;2021-03-26;3108;250;0
Acre;2021-03-27;335;99;0
Acre;2021-03-28;1227;19;0
Acre;2021-03-29;2910;264;0
Acre;2021-03-30;4064;229;0
Acre;2021-03-31;3748;205;0
Acre;2021-04-01;2864;766;0
Acre;2021-04-02;275;168;0
Acre;2021-04-03;1291;89;0
Acre;2021-04-04;275;49;0
Acre;2021-04-05;1928;521;0
Acre;2021-04-06;1399;447;0
Acre;2021-04-07;1890;731;0
Acre;2021-04-08;1060;987;0
Acre;2021-04-09;1439;521;0
Acre;2021-04-10;3198;201;0
Acre;2021-04-11;332;21;0
Acre;2021-04-12;1216;646;0
Acre;2021-04-13;941;405;0
Acre;2021-04-14;830;1680;0
Acre;2021-04-15;489;997;0
Acre;2021-04-16;690;661;0
Acre;2021-04-17;2794;316;0
Acre;2021-04-18;498;92;0
Acre;2021-04-19;947;426;0
Acre;2021-04-20;737;691;0
Acre;2021-04-21;470;238;0
Acre;2021-04-22;754;846;0
Acre;2021-04-23;637;676;0
Acre;2021-04-24;517;261;0
Acre;2021-04-25;284;135;0
Acre;2021-04-26;698;1200;0
Acre;2021-04-27;669;1968;0
Acre;2021-04-28;712;3146;0
Acre;2021-04-29;634;2761;0
Acre;2021-04-30;389;1039;0
Acre;2021-05-01;209;529;0
Acre;2021-05-02;170;159;0
Acre;2021-05-03;1337;1860;0
Acre;2021-05-04;1640;948;0
Acre;2021-05-05;1815;2221;0
Acre;2021-05-06;1770;1099;0
Acre;2021-05-07;2226;883;0
Acre;2021-05-08;1243;689;0
Acre;2021-05-09;47;105;0
Acre;2021-05-10;2269;1548;0
Acre;2021-05-11;2770;961;0
Acre;2021-05-12;2755;822;0
Acre;2021-05-13;3062;588;0
Acre;2021-05-14;2074;567;0
Acre;2021-05-15;2498;631;0
Acre;2021-05-16;247;83;0
Acre;2021-05-17;2562;582;0
Acre;2021-05-18;2328;574;0
Acre;2021-05-19;2136;428;0
Acre;2021-05-20;2572;679;0
Acre;2021-05-21;2698;389;0
Acre;2021-05-22;441;165;0
Acre;2021-05-23;46;33;0
Acre;2021-05-24;1349;291;0
Acre;2021-05-25;1489;989;0
Acre;2021-05-26;1333;1644;0
Acre;2021-05-27;1083;1731;0
Acre;2021-05-28;1183;797;0
Acre;2021-05-29;1723;380;0
Acre;2021-05-30;73;22;0
Acre;2021-05-31;1407;1394;0
Acre;2021-06-01;2364;1150;0
Acre;2021-06-02;3542;1820;0
Acre;2021-06-03;962;362;0
Acre;2021-06-04;1425;1157;0
Acre;2021-06-05;764;401;0
Acre;2021-06-06;83;24;0
Acre;2021-06-07;2542;1387;0
Acre;2021-06-08;3327;603;0
Acre;2021-06-09;4107;518;0
Acre;2021-06-10;4086;476;0
Acre;2021-06-11;3558;356;0
Acre;2021-06-12;2367;174;0
Acre;2021-06-13;114;73;0
Acre;2021-06-14;5139;425;0
Acre;2021-06-15;4304;67;0
Acre;2021-06-16;8824;643;0
Acre;2021-06-17;9722;382;0
Acre;2021-06-18;14249;360;0
Acre;2021-06-19;9518;174;0
Acre;2021-06-20;3924;12;0
Acre;2021-06-21;8268;459;0
Acre;2021-06-22;7958;901;0
Acre;2021-06-23;8093;1095;0
Acre;2021-06-24;2532;1215;0
Acre;2021-06-25;5487;3874;0
Acre;2021-06-26;8085;2881;0
Acre;2021-06-27;34;8;0
Acre;2021-06-28;5513;2628;0
Acre;2021-06-29;4444;2153;0
Acre;2021-06-30;5109;2663;0
Acre;2021-07-01;4415;1772;0
Acre;2021-07-02;6399;1485;0
Acre;2021-07-03;4423;635;0
Acre;2021-07-04;4156;188;0
Acre;2021-07-05;6810;2302;0
Acre;2021-07-06;6469;1896;0
Acre;2021-07-07;5252;1438;0
Acre;2021-07-08;3337;1121;0
Acre;2021-07-09;4230;1176;0
Acre;2021-07-10;3235;422;0
Acre;2021-07-11;52;28;0
Acre;2021-07-12;4710;1728;0
Acre;2021-07-13;2787;1518;0
Acre;2021-07-14;1965;1340;0
Acre;2021-07-15;1190;965;0
Acre;2021-07-16;1769;1565;0
Acre;2021-07-17;3612;587;0
Acre;2021-07-18;105;115;0
Acre;2021-07-19;4847;1866;0
Acre;2021-07-20;5155;1722;0
Acre;2021-07-21;1634;1718;0
Acre;2021-07-22;1405;1601;0
Acre;2021-07-23;13409;2206;0
Acre;2021-07-24;5526;1533;0
Acre;2021-07-25;850;298;0
Acre;2021-07-26;7472;3031;0
Acre;2021-07-27;6659;2867;0
Acre;2021-07-28;4077;2134;0
Acre;2021-07-29;2744;2083;0
Acre;2021-07-30;2620;2334;0
Acre;2021-07-31;6062;1104;0
Acre;2021-08-01;144;169;0
Acre;2021-08-02;3251;4759;0
Acre;2021-08-03;2861;4982;0
Acre;2021-08-04;4074;4253;0
Acre;2021-08-05;3689;5633;0
Acre;2021-08-06;5799;1775;0
Acre;2021-08-07;2838;1787;0
Acre;2021-08-08;278;451;0
Acre;2021-08-09;9839;5514;0
Acre;2021-08-10;6925;4814;0
Acre;2021-08-11;5737;4839;0
Acre;2021-08-12;8184;3631;0
Acre;2021-08-13;6997;3657;0
Acre;2021-08-14;3735;1140;0
Acre;2021-08-15;274;73;0
Acre;2021-08-16;5070;4223;0
Acre;2021-08-17;5337;3254;0
Acre;2021-08-18;3890;2768;0
Acre;2021-08-19;3175;2187;0
Acre;2021-08-20;3254;2524;0
Acre;2021-08-21;959;847;0
Acre;2021-08-22;216;66;0
Acre;2021-08-23;3360;4173;0
Acre;2021-08-24;3128;3062;0
Acre;2021-08-25;3318;2841;0
Acre;2021-08-26;2626;3814;0
Acre;2021-08-27;2354;3164;0
Acre;2021-08-28;917;607;0
Acre;2021-08-29;70;36;0
Acre;2021-08-30;2488;4924;0
Acre;2021-08-31;2296;4626;0
Acre;2021-09-01;2208;4074;0
Acre;2021-09-02;1631;3274;0
Acre;2021-09-03;1639;4178;0
Acre;2021-09-04;449;1148;0
Acre;2021-09-05;76;44;0
Acre;2021-09-06;592;1766;0
Acre;2021-09-07;447;1055;0
Acre;2021-09-08;1769;4663;0
Acre;2021-09-09;1398;4471;0
Acre;2021-09-10;1379;3766;0
Acre;2021-09-11;545;1389;0
Acre;2021-09-12;70;63;0
Acre;2021-09-13;1557;4847;0
Acre;2021-09-14;1618;4591;0
Acre;2021-09-15;2039;4111;0
Acre;2021-09-16;1391;4248;0
Acre;2021-09-17;1312;4200;0
Acre;2021-09-18;367;1377;0
Acre;2021-09-19;82;138;0
Acre;2021-09-20;1467;4939;0
Acre;2021-09-21;1120;4709;0
Acre;2021-09-22;1186;4270;0
Acre;2021-09-23;946;3467;0
Acre;2021-09-24;1249;4167;0
Acre;2021-09-25;209;696;0
Acre;2021-09-26;50;77;0
Acre;2021-09-27;1011;3454;0
Acre;2021-09-28;915;4240;0
Acre;2021-09-29;1135;4950;0
Acre;2021-09-30;999;4163;0
Acre;2021-10-01;903;3996;0
Acre;2021-10-02;682;5257;0
Acre;2021-10-03;14;7;0
Acre;2021-10-04;782;3353;0
Acre;2021-10-05;830;3217;0
Acre;2021-10-06;913;3631;0
Acre;2021-10-07;819;2860;0
Acre;2021-10-08;893;3709;0
Acre;2021-10-09;1235;5622;0
Acre;2021-10-10;51;186;0
Acre;2021-10-11;179;894;0
Acre;2021-10-12;59;511;0
Acre;2021-10-13;879;3482;0
Acre;2021-10-14;764;2787;0
Acre;2021-10-15;556;2287;0
Acre;2021-10-16;309;1597;0
Acre;2021-10-17;8;7;0
Acre;2021-10-18;733;2925;0
Acre;2021-10-19;602;2967;0
Acre;2021-10-20;645;2597;0
Acre;2021-10-21;510;2312;0
Acre;2021-10-22;580;2536;0
Acre;2021-10-23;202;1210;0
Acre;2021-10-24;1;6;0
Acre;2021-10-25;555;2204;0
Acre;2021-10-26;795;2724;0
Acre;2021-10-27;594;2696;0
Acre;2021-10-28;469;2120;0
Acre;2021-10-29;118;623;0
Acre;2021-10-30;97;503;0
Acre;2021-10-31;26;127;0
Acre;2021-11-01;117;616;0
Acre;2021-11-02;63;84;0
Acre;2021-11-03;911;2343;0
Acre;2021-11-04;700;2609;0
Acre;2021-11-05;610;2228;0
Acre;2021-11-06;355;896;0
Acre;2021-11-07;102;96;0
Acre;2021-11-08;645;2806;0
Acre;2021-11-09;657;2618;0
Acre;2021-11-10;507;2384;0
Acre;2021-11-11;481;2300;0
Acre;2021-11-12;485;2321;0
Acre;2021-11-13;401;660;0
Acre;2021-11-14;55;57;0
Acre;2021-11-15;102;77;0
Acre;2021-11-16;144;843;0
Acre;2021-11-17;633;3001;0
Acre;2021-11-18;527;2432;0
Acre;2021-11-19;566;2263;0
Acre;2021-11-20;600;3287;0
Acre;2021-11-21;38;10;0
Acre;2021-11-22;631;2402;0
Acre;2021-11-23;516;2049;0
Acre;2021-11-24;562;2082;0
Acre;2021-11-25;600;2435;0
Acre;2021-11-26;554;1965;0
Acre;2021-11-27;120;477;0
Acre;2021-11-28;74;71;0
Acre;2021-11-29;747;2539;0
Acre;2021-11-30;832;2485;0
Acre;2021-12-01;1025;2778;0
Acre;2021-12-02;814;2204;0
Acre;2021-12-03;761;1978;0
Acre;2021-12-04;367;928;0
Acre;2021-12-05;62;86;0
Acre;2021-12-06;925;2074;0
Acre;2021-12-07;968;2301;0
Acre;2021-12-08;817;1926;0
Acre;2021-12-09;912;2052;0
Acre;2021-12-10;853;1833;0
Acre;2021-12-11;304;604;0
Acre;2021-12-12;38;19;0
Acre;2021-12-13;1044;1910;0
Acre;2021-12-14;968;1804;0
Acre;2021-12-15;902;1913;0
Acre;2021-12-16;653;1365;0
Acre;2021-12-17;700;1544;0
Acre;2021-12-18;246;594;0
Acre;2021-12-19;83;197;0
Acre;2021-12-20;796;1433;0
Acre;2021-12-21;602;1392;0
Acre;2021-12-22;630;1448;0
Acre;2021-12-23;452;1021;0
Acre;2021-12-24;44;124;0
Acre;2021-12-25;1;0;0
Acre;2021-12-26;12;22;0
Acre;2021-12-27;258;661;0
Acre;2021-12-28;318;847;0
Acre;2021-12-29;279;886;0
Acre;2021-12-30;250;680;0
Acre;2021-12-31;37;96;0
Alagoas;2021-01-17;11;1;0
Alagoas;2021-01-18;11;6;0
Alagoas;2021-01-19;486;3;0
Alagoas;2021-01-20;2104;10;0
Alagoas;2021-01-21;4012;7;0
Alagoas;2021-01-22;5580;12;0
Alagoas;2021-01-23;2041;6;0
Alagoas;2021-01-24;167;2;0
Alagoas;2021-01-25;4545;11;0
Alagoas;2021-01-26;4344;1;0
Alagoas;2021-01-27;3976;0;0
Alagoas;2021-01-28;5981;6;0
Alagoas;2021-01-29;3369;8;0
Alagoas;2021-01-30;1022;0;0
Alagoas;2021-01-31;516;0;0
Alagoas;2021-02-01;2611;9;0
Alagoas;2021-02-02;3386;2;0
Alagoas;2021-02-03;5032;9;0
Alagoas;2021-02-04;4660;14;0
Alagoas;2021-02-05;2958;15;0
Alagoas;2021-02-06;119;1;0
Alagoas;2021-02-07;38;1;0
Alagoas;2021-02-08;2269;6;0
Alagoas;2021-02-09;2707;3;0
Alagoas;2021-02-10;2022;1739;0
Alagoas;2021-02-11;2198;3458;0
Alagoas;2021-02-12;1965;4428;0
Alagoas;2021-02-13;326;1235;0
Alagoas;2021-02-14;42;140;0
Alagoas;2021-02-15;206;552;0
Alagoas;2021-02-16;88;655;0
Alagoas;2021-02-17;225;838;0
Alagoas;2021-02-18;1680;6069;0
Alagoas;2021-02-19;1325;4588;0
Alagoas;2021-02-20;114;101;0
Alagoas;2021-02-21;37;35;0
Alagoas;2021-02-22;1634;3523;0
Alagoas;2021-02-23;1711;2843;0
Alagoas;2021-02-24;1368;2157;0
Alagoas;2021-02-25;1427;2540;0
Alagoas;2021-02-26;1361;2211;0
Alagoas;2021-02-27;33;10;0
Alagoas;2021-02-28;8;9;0
Alagoas;2021-03-01;3803;1567;0
Alagoas;2021-03-02;3956;2007;0
Alagoas;2021-03-03;4111;1879;0
Alagoas;2021-03-04;4178;1630;0
Alagoas;2021-03-05;3793;1153;0
Alagoas;2021-03-06;377;182;0
Alagoas;2021-03-07;27;1;0
Alagoas;2021-03-08;3826;396;0
Alagoas;2021-03-09;3909;455;0
Alagoas;2021-03-10;3909;568;0
Alagoas;2021-03-11;5853;864;0
Alagoas;2021-03-12;4926;917;0
Alagoas;2021-03-13;1918;26;0
Alagoas;2021-03-14;548;15;0
Alagoas;2021-03-15;2930;1324;0
Alagoas;2021-03-16;4160;1512;0
Alagoas;2021-03-17;6352;1202;0
Alagoas;2021-03-18;7503;950;0
Alagoas;2021-03-19;10212;832;0
Alagoas;2021-03-20;5691;66;0
Alagoas;2021-03-21;1939;28;0
Alagoas;2021-03-22;9585;1538;0
Alagoas;2021-03-23;14437;1513;0
Alagoas;2021-03-24;18347;1590;0
Alagoas;2021-03-25;18107;1327;0
Alagoas;2021-03-26;15058;1233;0
Alagoas;2021-03-27;11554;97;0
Alagoas;2021-03-28;5626;19;0
Alagoas;2021-03-29;13589;1153;0
Alagoas;2021-03-30;16440;1753;0
Alagoas;2021-03-31;13746;2347;0
Alagoas;2021-04-01;8812;2623;0
Alagoas;2021-04-02;2282;1848;0
Alagoas;2021-04-03;14497;1643;0
Alagoas;2021-04-04;4688;727;0
Alagoas;2021-04-05;16666;2543;0
Alagoas;2021-04-06;15969;3442;0
Alagoas;2021-04-07;15529;5309;0
Alagoas;2021-04-08;8022;6387;0
Alagoas;2021-04-09;5503;8436;0
Alagoas;2021-04-10;7106;4411;0
Alagoas;2021-04-11;4524;1658;0
Alagoas;2021-04-12;6140;8241;0
Alagoas;2021-04-13;8715;12340;0
Alagoas;2021-04-14;7587;11946;0
Alagoas;2021-04-15;4342;8930;0
Alagoas;2021-04-16;2695;7217;0
Alagoas;2021-04-17;2762;2889;0
Alagoas;2021-04-18;1549;332;0
Alagoas;2021-04-19;3297;6328;0
Alagoas;2021-04-20;4257;8453;0
Alagoas;2021-04-21;3194;3844;0
Alagoas;2021-04-22;4554;8785;0
Alagoas;2021-04-23;4349;5024;0
Alagoas;2021-04-24;1541;7886;0
Alagoas;2021-04-25;378;2114;0
Alagoas;2021-04-26;2349;2581;0
Alagoas;2021-04-27;2858;3477;0
Alagoas;2021-04-28;3268;3145;0
Alagoas;2021-04-29;3701;2943;0
Alagoas;2021-04-30;2525;2130;0
Alagoas;2021-05-01;1092;4037;0
Alagoas;2021-05-02;357;4089;0
Alagoas;2021-05-03;3166;4073;0
Alagoas;2021-05-04;3953;4442;0
Alagoas;2021-05-05;5969;5761;0
Alagoas;2021-05-06;8359;4054;0
Alagoas;2021-05-07;9879;1894;0
Alagoas;2021-05-08;8268;446;0
Alagoas;2021-05-09;1354;2897;0
Alagoas;2021-05-10;7528;2688;0
Alagoas;2021-05-11;10072;3774;0
Alagoas;2021-05-12;12371;2685;0
Alagoas;2021-05-13;10950;2152;0
Alagoas;2021-05-14;10519;1856;0
Alagoas;2021-05-15;7853;2677;0
Alagoas;2021-05-16;5242;1010;0
Alagoas;2021-05-17;10943;2493;0
Alagoas;2021-05-18;14099;3514;0
Alagoas;2021-05-19;15803;2191;0
Alagoas;2021-05-20;14262;3680;0
Alagoas;2021-05-21;13913;3314;0
Alagoas;2021-05-22;7730;1326;0
Alagoas;2021-05-23;4344;171;0
Alagoas;2021-05-24;11307;3086;0
Alagoas;2021-05-25;16745;3112;0
Alagoas;2021-05-26;15685;2685;0
Alagoas;2021-05-27;12660;2032;0
Alagoas;2021-05-28;13267;1951;0
Alagoas;2021-05-29;9202;614;0
Alagoas;2021-05-30;4521;144;0
Alagoas;2021-05-31;8689;1738;0
Alagoas;2021-06-01;10036;2109;0
Alagoas;2021-06-02;12571;1689;0
Alagoas;2021-06-03;5663;1245;0
Alagoas;2021-06-04;11841;1450;0
Alagoas;2021-06-05;11669;717;0
Alagoas;2021-06-06;1873;212;0
Alagoas;2021-06-07;8602;2017;0
Alagoas;2021-06-08;9197;2217;0
Alagoas;2021-06-09;9172;2123;0
Alagoas;2021-06-10;14734;1797;0
Alagoas;2021-06-11;14682;1191;0
Alagoas;2021-06-12;8327;602;0
Alagoas;2021-06-13;1002;860;0
Alagoas;2021-06-14;8720;2637;0
Alagoas;2021-06-15;9626;4456;0
Alagoas;2021-06-16;9100;4493;0
Alagoas;2021-06-17;7563;5375;0
Alagoas;2021-06-18;6094;5266;0
Alagoas;2021-06-19;8844;2514;0
Alagoas;2021-06-20;4698;1879;0
Alagoas;2021-06-21;9687;4509;0
Alagoas;2021-06-22;16731;4164;0
Alagoas;2021-06-23;16065;2821;0
Alagoas;2021-06-24;6044;1838;0
Alagoas;2021-06-25;13220;2756;0
Alagoas;2021-06-26;17632;2162;0
Alagoas;2021-06-27;10422;976;0
Alagoas;2021-06-28;19370;2688;0
Alagoas;2021-06-29;9787;2314;0
Alagoas;2021-06-30;18316;5769;0
Alagoas;2021-07-01;15493;4995;0
Alagoas;2021-07-02;16314;3023;0
Alagoas;2021-07-03;13823;3385;0
Alagoas;2021-07-04;5488;2147;0
Alagoas;2021-07-05;17524;4654;0
Alagoas;2021-07-06;21487;5055;0
Alagoas;2021-07-07;20943;4247;0
Alagoas;2021-07-08;14397;3071;0
Alagoas;2021-07-09;12078;2296;0
Alagoas;2021-07-10;4399;1848;0
Alagoas;2021-07-11;3592;901;0
Alagoas;2021-07-12;7942;3685;0
Alagoas;2021-07-13;7621;4592;0
Alagoas;2021-07-14;7012;4295;0
Alagoas;2021-07-15;4615;3321;0
Alagoas;2021-07-16;6629;3406;0
Alagoas;2021-07-17;9290;2126;0
Alagoas;2021-07-18;1433;456;0
Alagoas;2021-07-19;6073;3632;0
Alagoas;2021-07-20;5385;4313;0
Alagoas;2021-07-21;10455;4530;0
Alagoas;2021-07-22;17889;5058;0
Alagoas;2021-07-23;15856;4745;0
Alagoas;2021-07-24;8404;5094;0
Alagoas;2021-07-25;1357;1828;0
Alagoas;2021-07-26;9370;5913;0
Alagoas;2021-07-27;8133;7561;0
Alagoas;2021-07-28;12290;8577;0
Alagoas;2021-07-29;18716;7652;0
Alagoas;2021-07-30;18516;8768;0
Alagoas;2021-07-31;17155;3997;0
Alagoas;2021-08-01;1703;3193;0
Alagoas;2021-08-02;16909;9923;0
Alagoas;2021-08-03;20439;9379;0
Alagoas;2021-08-04;19003;11528;0
Alagoas;2021-08-05;19101;9685;0
Alagoas;2021-08-06;16137;9094;0
Alagoas;2021-08-07;7601;8093;0
Alagoas;2021-08-08;1551;4013;0
Alagoas;2021-08-09;13881;12201;0
Alagoas;2021-08-10;20751;13941;0
Alagoas;2021-08-11;27969;15389;0
Alagoas;2021-08-12;27059;13671;0
Alagoas;2021-08-13;23534;11903;0
Alagoas;2021-08-14;18808;6205;0
Alagoas;2021-08-15;9992;3631;0
Alagoas;2021-08-16;16415;10472;0
Alagoas;2021-08-17;13891;15174;0
Alagoas;2021-08-18;14623;13765;0
Alagoas;2021-08-19;21184;12454;0
Alagoas;2021-08-20;19526;11243;0
Alagoas;2021-08-21;17414;9044;0
Alagoas;2021-08-22;6929;3329;0
Alagoas;2021-08-23;20122;11603;0
Alagoas;2021-08-24;24822;11926;0
Alagoas;2021-08-25;24243;13084;0
Alagoas;2021-08-26;19673;11309;0
Alagoas;2021-08-27;15406;11595;0
Alagoas;2021-08-28;11451;9022;0
Alagoas;2021-08-29;6844;2637;0
Alagoas;2021-08-30;16272;13230;0
Alagoas;2021-08-31;15570;11348;0
Alagoas;2021-09-01;9638;11519;0
Alagoas;2021-09-02;8323;16297;0
Alagoas;2021-09-03;10501;13550;0
Alagoas;2021-09-04;8629;9244;0
Alagoas;2021-09-05;2776;2171;0
Alagoas;2021-09-06;9483;9799;0
Alagoas;2021-09-07;5135;3150;0
Alagoas;2021-09-08;12232;15689;0
Alagoas;2021-09-09;14808;15798;0
Alagoas;2021-09-10;14523;12974;0
Alagoas;2021-09-11;10187;8175;0
Alagoas;2021-09-12;1341;968;0
Alagoas;2021-09-13;11398;13496;0
Alagoas;2021-09-14;13433;16962;0
Alagoas;2021-09-15;14080;19318;0
Alagoas;2021-09-16;4762;5272;0
Alagoas;2021-09-17;5447;9386;0
Alagoas;2021-09-18;5587;7544;0
Alagoas;2021-09-19;2863;3869;0
Alagoas;2021-09-20;5783;14962;0
Alagoas;2021-09-21;6195;16104;0
Alagoas;2021-09-22;7042;16712;0
Alagoas;2021-09-23;9284;14170;0
Alagoas;2021-09-24;12884;11973;0
Alagoas;2021-09-25;7533;8563;0
Alagoas;2021-09-26;2352;3585;0
Alagoas;2021-09-27;11227;12480;0
Alagoas;2021-09-28;10860;14738;0
Alagoas;2021-09-29;10328;14851;0
Alagoas;2021-09-30;8604;11881;0
Alagoas;2021-10-01;8361;9751;0
Alagoas;2021-10-02;6325;5689;0
Alagoas;2021-10-03;1367;2923;0
Alagoas;2021-10-04;7463;9247;0
Alagoas;2021-10-05;6969;10279;0
Alagoas;2021-10-06;7347;10588;0
Alagoas;2021-10-07;5604;8785;0
Alagoas;2021-10-08;5913;8711;0
Alagoas;2021-10-09;2682;6004;0
Alagoas;2021-10-10;1144;2877;0
Alagoas;2021-10-11;2843;7498;0
Alagoas;2021-10-12;922;3949;0
Alagoas;2021-10-13;4006;12251;0
Alagoas;2021-10-14;4677;14561;0
Alagoas;2021-10-15;3978;12213;0
Alagoas;2021-10-16;1709;7333;0
Alagoas;2021-10-17;647;3099;0
Alagoas;2021-10-18;3539;10826;0
Alagoas;2021-10-19;4269;12640;0
Alagoas;2021-10-20;3922;12949;0
Alagoas;2021-10-21;3697;11993;0
Alagoas;2021-10-22;3673;12241;0
Alagoas;2021-10-23;2119;8948;0
Alagoas;2021-10-24;505;3179;0
Alagoas;2021-10-25;3446;12685;0
Alagoas;2021-10-26;3781;15559;0
Alagoas;2021-10-27;4668;15031;0
Alagoas;2021-10-28;3425;10886;0
Alagoas;2021-10-29;2773;9508;0
Alagoas;2021-10-30;1006;4798;0
Alagoas;2021-10-31;106;567;0
Alagoas;2021-11-01;1045;4987;0
Alagoas;2021-11-02;564;4139;0
Alagoas;2021-11-03;2635;14810;0
Alagoas;2021-11-04;2312;14505;0
Alagoas;2021-11-05;2332;14433;0
Alagoas;2021-11-06;1142;6760;0
Alagoas;2021-11-07;403;734;0
Alagoas;2021-11-08;2471;13673;0
Alagoas;2021-11-09;2904;14479;0
Alagoas;2021-11-10;2796;13256;1
Alagoas;2021-11-11;2932;14590;0
Alagoas;2021-11-12;2518;13433;0
Alagoas;2021-11-13;864;6602;0
Alagoas;2021-11-14;108;778;0
Alagoas;2021-11-15;428;4071;0
Alagoas;2021-11-16;2038;17050;0
Alagoas;2021-11-17;2692;16185;0
Alagoas;2021-11-18;2172;14645;0
Alagoas;2021-11-19;2478;13047;0
Alagoas;2021-11-20;799;7016;0
Alagoas;2021-11-21;101;778;0
Alagoas;2021-11-22;2015;12222;0
Alagoas;2021-11-23;1927;13116;0
Alagoas;2021-11-24;2088;11841;0
Alagoas;2021-11-25;2123;11000;0
Alagoas;2021-11-26;2044;10237;0
Alagoas;2021-11-27;586;4583;0
Alagoas;2021-11-28;90;434;0
Alagoas;2021-11-29;1108;7848;0
Alagoas;2021-11-30;1622;9021;0
Alagoas;2021-12-01;2583;12110;0
Alagoas;2021-12-02;1870;11176;0
Alagoas;2021-12-03;1784;9519;0
Alagoas;2021-12-04;587;4411;0
Alagoas;2021-12-05;79;547;0
Alagoas;2021-12-06;1688;10404;0
Alagoas;2021-12-07;1895;10769;0
Alagoas;2021-12-08;631;3826;0
Alagoas;2021-12-09;1907;10992;0
Alagoas;2021-12-10;1276;7961;0
Alagoas;2021-12-11;642;2430;0
Alagoas;2021-12-12;349;337;0
Alagoas;2021-12-13;1132;7156;0
Alagoas;2021-12-14;1242;6763;0
Alagoas;2021-12-15;1597;8390;0
Alagoas;2021-12-16;1653;9522;0
Alagoas;2021-12-17;1789;10075;0
Alagoas;2021-12-18;471;3270;0
Alagoas;2021-12-19;212;1802;0
Alagoas;2021-12-20;1276;8154;0
Alagoas;2021-12-21;1458;8019;0
Alagoas;2021-12-22;1135;9213;0
Alagoas;2021-12-23;787;5522;0
Alagoas;2021-12-24;60;537;0
Alagoas;2021-12-25;0;25;0
Alagoas;2021-12-26;32;184;0
Alagoas;2021-12-27;689;4546;0
Alagoas;2021-12-28;860;5193;0
Alagoas;2021-12-29;783;4575;0
Alagoas;2021-12-30;426;2815;0
Alagoas;2021-12-31;14;196;0
Amapá;2021-01-17;0;2;0
Amapá;2021-01-18;11;1;0
Amapá;2021-01-19;248;2;0
Amapá;2021-01-20;1647;1;0
Amapá;2021-01-21;1371;0;0
Amapá;2021-01-22;936;5;0
Amapá;2021-01-23;1070;0;0
Amapá;2021-01-24;562;2;0
Amapá;2021-01-25;1387;0;0
Amapá;2021-01-26;843;1;0
Amapá;2021-01-27;684;2;0
Amapá;2021-01-28;757;5;0
Amapá;2021-01-29;922;2;0
Amapá;2021-01-30;1124;2;0
Amapá;2021-01-31;5;0;0
Amapá;2021-02-01;403;3;0
Amapá;2021-02-02;852;0;0
Amapá;2021-02-03;1108;3;0
Amapá;2021-02-04;730;0;0
Amapá;2021-02-05;985;10;0
Amapá;2021-02-06;201;0;0
Amapá;2021-02-07;30;2;0
Amapá;2021-02-08;150;8;0
Amapá;2021-02-09;237;168;0
Amapá;2021-02-10;714;75;0
Amapá;2021-02-11;665;517;0
Amapá;2021-02-12;284;408;0
Amapá;2021-02-13;1474;38;0
