date,country,population_total,state,population_per_state,one_shot_perc,one_shot_daily,one_shot_total,two_shot_perc,two_shot_daily,two_shot_total,three_shot_perc,three_shot_daily,three_shot_total
2021-01-17,Brazil,203070494,Acre,830018,0.0000,5,5,0.0000,0,0,0.0000,0,0
2021-01-18,Brazil,203070494,Acre,830018,0.0000,5,10,0.0000,0,0,0.0000,0,0
2021-01-19,Brazil,203070494,Acre,830018,0.0001,48,58,0.0000,0,0,0.0000,0,0
2021-01-20,Brazil,203070494,Acre,830018,0.0013,1037,1095,0.0000,1,1,0.0000,0,0
2021-01-21,Brazil,203070494,Acre,830018,0.0033,1624,2719,0.0000,2,3,0.0000,0,0
2021-01-22,Brazil,203070494,Acre,830018,0.0046,1127,3846,0.0000,2,5,0.0000,0,0
2021-01-23,Brazil,203070494,Acre,830018,0.0049,199,4045,0.0000,2,7,0.0000,0,0
2021-01-24,Brazil,203070494,Acre,830018,0.0050,104,4149,0.0000,6,13,0.0000,0,0
2021-01-25,Brazil,203070494,Acre,830018,0.0061,911,5060,0.0000,0,13,0.0000,0,0
2021-01-26,Brazil,203070494,Acre,830018,0.0076,1224,6284,0.0000,2,15,0.0000,0,0
2021-01-27,Brazil,203070494,Acre,830018,0.0091,1273,7557,0.0000,1,16,0.0000,0,0
2021-01-28,Brazil,203070494,Acre,830018,0.0103,1026,8583,0.0000,0,16,0.0000,0,0
2021-01-29,Brazil,203070494,Acre,830018,0.0124,1693,10276,0.0000,3,19,0.0000,0,0
2021-01-30,Brazil,203070494,Acre,830018,0.0132,684,10960,0.0000,2,21,0.0000,0,0
2021-01-31,Brazil,203070494,Acre,830018,0.0134,146,11106,0.0000,0,21,0.0000,0,0
2021-02-01,Brazil,203070494,Acre,830018,0.0144,851,11957,0.0000,3,24,0.0000,0,0
2021-02-02,Brazil,203070494,Acre,830018,0.0150,490,12447,0.0000,4,28,0.0000,0,0
2021-02-03,Brazil,203070494,Acre,830018,0.0160,873,13320,0.0000,2,30,0.0000,0,0
2021-02-04,Brazil,203070494,Acre,830018,0.0166,491,13811,0.0001,51,81,0.0000,0,0
2021-02-05,Brazil,203070494,Acre,830018,0.0173,530,14341,0.0001,13,94,0.0000,0,0
2021-02-06,Brazil,203070494,Acre,830018,0.0175,177,14518,0.0001,29,123,0.0000,0,0
2021-02-07,Brazil,203070494,Acre,830018,0.0176,80,14598,0.0002,9,132,0.0000,0,0
2021-02-08,Brazil,203070494,Acre,830018,0.0187,882,15480,0.0002,66,198,0.0000,0,0
2021-02-09,Brazil,203070494,Acre,830018,0.0192,430,15910,0.0003,64,262,0.0000,0,0
2021-02-10,Brazil,203070494,Acre,830018,0.0200,705,16615,0.0004,89,351,0.0000,0,0
2021-02-11,Brazil,203070494,Acre,830018,0.0207,532,17147,0.0005,65,416,0.0000,0,0
2021-02-12,Brazil,203070494,Acre,830018,0.0214,617,17764,0.0007,138,554,0.0000,0,0
2021-02-13,Brazil,203070494,Acre,830018,0.0216,134,17898,0.0009,187,741,0.0000,0,0
2021-02-14,Brazil,203070494,Acre,830018,0.0217,136,18034,0.0009,39,780,0.0000,0,0
2021-02-15,Brazil,203070494,Acre,830018,0.0221,304,18338,0.0012,219,999,0.0000,0,0
2021-02-16,Brazil,203070494,Acre,830018,0.0229,663,19001,0.0015,283,1282,0.0000,0,0
2021-02-17,Brazil,203070494,Acre,830018,0.0234,396,19397,0.0033,1440,2722,0.0000,0,0
2021-02-18,Brazil,203070494,Acre,830018,0.0242,718,20115,0.0050,1427,4149,0.0000,0,0
2021-02-19,Brazil,203070494,Acre,830018,0.0247,389,20504,0.0061,899,5048,0.0000,0,0
2021-02-20,Brazil,203070494,Acre,830018,0.0252,376,20880,0.0064,304,5352,0.0000,0,0
2021-02-21,Brazil,203070494,Acre,830018,0.0253,100,20980,0.0068,271,5623,0.0000,0,0
2021-02-22,Brazil,203070494,Acre,830018,0.0258,439,21419,0.0077,782,6405,0.0000,0,0
2021-02-23,Brazil,203070494,Acre,830018,0.0261,214,21633,0.0085,665,7070,0.0000,0,0
2021-02-24,Brazil,203070494,Acre,830018,0.0263,212,21845,0.0092,550,7620,0.0000,0,0
2021-02-25,Brazil,203070494,Acre,830018,0.0285,1843,23688,0.0096,337,7957,0.0000,0,0
2021-02-26,Brazil,203070494,Acre,830018,0.0320,2893,26581,0.0107,909,8866,0.0000,0,0
2021-02-27,Brazil,203070494,Acre,830018,0.0334,1166,27747,0.0108,118,8984,0.0000,0,0
2021-02-28,Brazil,203070494,Acre,830018,0.0338,326,28073,0.0109,51,9035,0.0000,0,0
2021-03-01,Brazil,203070494,Acre,830018,0.0354,1313,29386,0.0113,319,9354,0.0000,0,0
2021-03-02,Brazil,203070494,Acre,830018,0.0380,2143,31529,0.0118,430,9784,0.0000,0,0
2021-03-03,Brazil,203070494,Acre,830018,0.0401,1766,33295,0.0120,216,10000,0.0000,0,0
2021-03-04,Brazil,203070494,Acre,830018,0.0427,2153,35448,0.0123,209,10209,0.0000,0,0
2021-03-05,Brazil,203070494,Acre,830018,0.0446,1537,36985,0.0125,187,10396,0.0000,0,0
2021-03-06,Brazil,203070494,Acre,830018,0.0448,168,37153,0.0126,43,10439,0.0000,0,0
2021-03-07,Brazil,203070494,Acre,830018,0.0448,23,37176,0.0126,57,10496,0.0000,0,0
2021-03-08,Brazil,203070494,Acre,830018,0.0450,173,37349,0.0128,88,10584,0.0000,0,0
2021-03-09,Brazil,203070494,Acre,830018,0.0460,834,38183,0.0130,216,10800,0.0000,0,0
2021-03-10,Brazil,203070494,Acre,830018,0.0473,1109,39292,0.0137,554,11354,0.0000,0,0
2021-03-11,Brazil,203070494,Acre,830018,0.0496,1897,41189,0.0141,316,11670,0.0000,0,0
2021-03-12,Brazil,203070494,Acre,830018,0.0506,778,41967,0.0144,297,11967,0.0000,0,0
2021-03-13,Brazil,203070494,Acre,830018,0.0507,104,42071,0.0145,68,12035,0.0000,0,0
2021-03-14,Brazil,203070494,Acre,830018,0.0507,33,42104,0.0145,25,12060,0.0000,0,0
2021-03-15,Brazil,203070494,Acre,830018,0.0514,539,42643,0.0149,271,12331,0.0000,0,0
2021-03-16,Brazil,203070494,Acre,830018,0.0522,708,43351,0.0156,600,12931,0.0000,0,0
2021-03-17,Brazil,203070494,Acre,830018,0.0533,849,44200,0.0161,397,13328,0.0000,0,0
2021-03-18,Brazil,203070494,Acre,830018,0.0553,1731,45931,0.0164,321,13649,0.0000,0,0
2021-03-19,Brazil,203070494,Acre,830018,0.0562,702,46633,0.0167,174,13823,0.0000,0,0
2021-03-20,Brazil,203070494,Acre,830018,0.0563,57,46690,0.0167,40,13863,0.0000,0,0
2021-03-21,Brazil,203070494,Acre,830018,0.0563,35,46725,0.0167,37,13900,0.0000,0,0
2021-03-22,Brazil,203070494,Acre,830018,0.0575,980,47705,0.0170,210,14110,0.0000,0,0
2021-03-23,Brazil,203070494,Acre,830018,0.0584,781,48486,0.0173,279,14389,0.0000,0,0
2021-03-24,Brazil,203070494,Acre,830018,0.0607,1870,50356,0.0176,254,14643,0.0000,0,0
2021-03-25,Brazil,203070494,Acre,830018,0.0654,3925,54281,0.0183,511,15154,0.0000,0,0
2021-03-26,Brazil,203070494,Acre,830018,0.0691,3108,57389,0.0186,250,15404,0.0000,0,0
2021-03-27,Brazil,203070494,Acre,830018,0.0695,335,57724,0.0187,99,15503,0.0000,0,0
2021-03-28,Brazil,203070494,Acre,830018,0.0710,1227,58951,0.0187,19,15522,0.0000,0,0
2021-03-29,Brazil,203070494,Acre,830018,0.0745,2910,61861,0.0190,264,15786,0.0000,0,0
2021-03-30,Brazil,203070494,Acre,830018,0.0794,4064,65925,0.0193,229,16015,0.0000,0,0
2021-03-31,Brazil,203070494,Acre,830018,0.0839,3748,69673,0.0195,205,16220,0.0000,0,0
2021-04-01,Brazil,203070494,Acre,830018,0.0874,2864,72537,0.0205,766,16986,0.0000,0,0
2021-04-02,Brazil,203070494,Acre,830018,0.0877,275,72812,0.0207,168,17154,0.0000,0,0
2021-04-03,Brazil,203070494,Acre,830018,0.0893,1291,74103,0.0208,89,17243,0.0000,0,0
2021-04-04,Brazil,203070494,Acre,830018,0.0896,275,74378,0.0208,49,17292,0.0000,0,0
2021-04-05,Brazil,203070494,Acre,830018,0.0919,1928,76306,0.0215,521,17813,0.0000,0,0
2021-04-06,Brazil,203070494,Acre,830018,0.0936,1399,77705,0.0220,447,18260,0.0000,0,0
2021-04-07,Brazil,203070494,Acre,830018,0.0959,1890,79595,0.0229,731,18991,0.0000,0,0
2021-04-08,Brazil,203070494,Acre,830018,0.0972,1060,80655,0.0241,987,19978,0.0000,0,0
2021-04-09,Brazil,203070494,Acre,830018,0.0989,1439,82094,0.0247,521,20499,0.0000,0,0
2021-04-10,Brazil,203070494,Acre,830018,0.1028,3198,85292,0.0249,201,20700,0.0000,0,0
2021-04-11,Brazil,203070494,Acre,830018,0.1032,332,85624,0.0250,21,20721,0.0000,0,0
2021-04-12,Brazil,203070494,Acre,830018,0.1046,1216,86840,0.0257,646,21367,0.0000,0,0
2021-04-13,Brazil,203070494,Acre,830018,0.1058,941,87781,0.0262,405,21772,0.0000,0,0
2021-04-14,Brazil,203070494,Acre,830018,0.1068,830,88611,0.0283,1680,23452,0.0000,0,0
2021-04-15,Brazil,203070494,Acre,830018,0.1073,489,89100,0.0295,997,24449,0.0000,0,0
2021-04-16,Brazil,203070494,Acre,830018,0.1082,690,89790,0.0303,661,25110,0.0000,0,0
2021-04-17,Brazil,203070494,Acre,830018,0.1115,2794,92584,0.0306,316,25426,0.0000,0,0
2021-04-18,Brazil,203070494,Acre,830018,0.1121,498,93082,0.0307,92,25518,0.0000,0,0
2021-04-19,Brazil,203070494,Acre,830018,0.1133,947,94029,0.0313,426,25944,0.0000,0,0
2021-04-20,Brazil,203070494,Acre,830018,0.1142,737,94766,0.0321,691,26635,0.0000,0,0
2021-04-21,Brazil,203070494,Acre,830018,0.1147,470,95236,0.0324,238,26873,0.0000,0,0
2021-04-22,Brazil,203070494,Acre,830018,0.1156,754,95990,0.0334,846,27719,0.0000,0,0
2021-04-23,Brazil,203070494,Acre,830018,0.1164,637,96627,0.0342,676,28395,0.0000,0,0
2021-04-24,Brazil,203070494,Acre,830018,0.1170,517,97144,0.0345,261,28656,0.0000,0,0
2021-04-25,Brazil,203070494,Acre,830018,0.1174,284,97428,0.0347,135,28791,0.0000,0,0
2021-04-26,Brazil,203070494,Acre,830018,0.1182,698,98126,0.0361,1200,29991,0.0000,0,0
2021-04-27,Brazil,203070494,Acre,830018,0.1190,669,98795,0.0385,1968,31959,0.0000,0,0
2021-04-28,Brazil,203070494,Acre,830018,0.1199,712,99507,0.0423,3146,35105,0.0000,0,0
2021-04-29,Brazil,203070494,Acre,830018,0.1206,634,100141,0.0456,2761,37866,0.0000,0,0
2021-04-30,Brazil,203070494,Acre,830018,0.1211,389,100530,0.0469,1039,38905,0.0000,0,0
2021-05-01,Brazil,203070494,Acre,830018,0.1214,209,100739,0.0475,529,39434,0.0000,0,0
2021-05-02,Brazil,203070494,Acre,830018,0.1216,170,100909,0.0477,159,39593,0.0000,0,0
2021-05-03,Brazil,203070494,Acre,830018,0.1232,1337,102246,0.0499,1860,41453,0.0000,0,0
2021-05-04,Brazil,203070494,Acre,830018,0.1252,1640,103886,0.0511,948,42401,0.0000,0,0
2021-05-05,Brazil,203070494,Acre,830018,0.1273,1815,105701,0.0538,2221,44622,0.0000,0,0
2021-05-06,Brazil,203070494,Acre,830018,0.1295,1770,107471,0.0551,1099,45721,0.0000,0,0
2021-05-07,Brazil,203070494,Acre,830018,0.1322,2226,109697,0.0561,883,46604,0.0000,0,0
2021-05-08,Brazil,203070494,Acre,830018,0.1337,1243,110940,0.0570,689,47293,0.0000,0,0
2021-05-09,Brazil,203070494,Acre,830018,0.1337,47,110987,0.0571,105,47398,0.0000,0,0
2021-05-10,Brazil,203070494,Acre,830018,0.1365,2269,113256,0.0590,1548,48946,0.0000,0,0
2021-05-11,Brazil,203070494,Acre,830018,0.1398,2770,116026,0.0601,961,49907,0.0000,0,0
2021-05-12,Brazil,203070494,Acre,830018,0.1431,2755,118781,0.0611,822,50729,0.0000,0,0
2021-05-13,Brazil,203070494,Acre,830018,0.1468,3062,121843,0.0618,588,51317,0.0000,0,0
2021-05-14,Brazil,203070494,Acre,830018,0.1493,2074,123917,0.0625,567,51884,0.0000,0,0
2021-05-15,Brazil,203070494,Acre,830018,0.1523,2498,126415,0.0633,631,52515,0.0000,0,0
2021-05-16,Brazil,203070494,Acre,830018,0.1526,247,126662,0.0634,83,52598,0.0000,0,0
2021-05-17,Brazil,203070494,Acre,830018,0.1557,2562,129224,0.0641,582,53180,0.0000,0,0
2021-05-18,Brazil,203070494,Acre,830018,0.1585,2328,131552,0.0648,574,53754,0.0000,0,0
2021-05-19,Brazil,203070494,Acre,830018,0.1611,2136,133688,0.0653,428,54182,0.0000,0,0
2021-05-20,Brazil,203070494,Acre,830018,0.1642,2572,136260,0.0661,679,54861,0.0000,0,0
2021-05-21,Brazil,203070494,Acre,830018,0.1674,2698,138958,0.0666,389,55250,0.0000,0,0
2021-05-22,Brazil,203070494,Acre,830018,0.1679,441,139399,0.0668,165,55415,0.0000,0,0
2021-05-23,Brazil,203070494,Acre,830018,0.1680,46,139445,0.0668,33,55448,0.0000,0,0
2021-05-24,Brazil,203070494,Acre,830018,0.1696,1349,140794,0.0672,291,55739,0.0000,0,0
2021-05-25,Brazil,203070494,Acre,830018,0.1714,1489,142283,0.0683,989,56728,0.0000,0,0
2021-05-26,Brazil,203070494,Acre,830018,0.1730,1333,143616,0.0703,1644,58372,0.0000,0,0
2021-05-27,Brazil,203070494,Acre,830018,0.1743,1083,144699,0.0724,1731,60103,0.0000,0,0
2021-05-28,Brazil,203070494,Acre,830018,0.1758,1183,145882,0.0734,797,60900,0.0000,0,0
2021-05-29,Brazil,203070494,Acre,830018,0.1778,1723,147605,0.0738,380,61280,0.0000,0,0
2021-05-30,Brazil,203070494,Acre,830018,0.1779,73,147678,0.0739,22,61302,0.0000,0,0
2021-05-31,Brazil,203070494,Acre,830018,0.1796,1407,149085,0.0755,1394,62696,0.0000,0,0
2021-06-01,Brazil,203070494,Acre,830018,0.1825,2364,151449,0.0769,1150,63846,0.0000,0,0
2021-06-02,Brazil,203070494,Acre,830018,0.1867,3542,154991,0.0791,1820,65666,0.0000,0,0
2021-06-03,Brazil,203070494,Acre,830018,0.1879,962,155953,0.0796,362,66028,0.0000,0,0
2021-06-04,Brazil,203070494,Acre,830018,0.1896,1425,157378,0.0809,1157,67185,0.0000,0,0
2021-06-05,Brazil,203070494,Acre,830018,0.1905,764,158142,0.0814,401,67586,0.0000,0,0
2021-06-06,Brazil,203070494,Acre,830018,0.1906,83,158225,0.0815,24,67610,0.0000,0,0
2021-06-07,Brazil,203070494,Acre,830018,0.1937,2542,160767,0.0831,1387,68997,0.0000,0,0
2021-06-08,Brazil,203070494,Acre,830018,0.1977,3327,164094,0.0839,603,69600,0.0000,0,0
2021-06-09,Brazil,203070494,Acre,830018,0.2026,4107,168201,0.0845,518,70118,0.0000,0,0
2021-06-10,Brazil,203070494,Acre,830018,0.2076,4086,172287,0.0851,476,70594,0.0000,0,0
2021-06-11,Brazil,203070494,Acre,830018,0.2119,3558,175845,0.0855,356,70950,0.0000,0,0
2021-06-12,Brazil,203070494,Acre,830018,0.2147,2367,178212,0.0857,174,71124,0.0000,0,0
2021-06-13,Brazil,203070494,Acre,830018,0.2148,114,178326,0.0858,73,71197,0.0000,0,0
2021-06-14,Brazil,203070494,Acre,830018,0.2210,5139,183465,0.0863,425,71622,0.0000,0,0
2021-06-15,Brazil,203070494,Acre,830018,0.2262,4304,187769,0.0864,67,71689,0.0000,0,0
2021-06-16,Brazil,203070494,Acre,830018,0.2369,8824,196593,0.0871,643,72332,0.0000,0,0
2021-06-17,Brazil,203070494,Acre,830018,0.2486,9722,206315,0.0876,382,72714,0.0000,0,0
2021-06-18,Brazil,203070494,Acre,830018,0.2657,14249,220564,0.0880,360,73074,0.0000,0,0
2021-06-19,Brazil,203070494,Acre,830018,0.2772,9518,230082,0.0882,174,73248,0.0000,0,0
2021-06-20,Brazil,203070494,Acre,830018,0.2819,3924,234006,0.0883,12,73260,0.0000,0,0
2021-06-21,Brazil,203070494,Acre,830018,0.2919,8268,242274,0.0888,459,73719,0.0000,0,0
2021-06-22,Brazil,203070494,Acre,830018,0.3015,7958,250232,0.0899,901,74620,0.0000,0,0
2021-06-23,Brazil,203070494,Acre,830018,0.3112,8093,258325,0.0912,1095,75715,0.0000,0,0
2021-06-24,Brazil,203070494,Acre,830018,0.3143,2532,260857,0.0927,1215,76930,0.0000,0,0
2021-06-25,Brazil,203070494,Acre,830018,0.3209,5487,266344,0.0974,3874,80804,0.0000,0,0
2021-06-26,Brazil,203070494,Acre,830018,0.3306,8085,274429,0.1008,2881,83685,0.0000,0,0
2021-06-27,Brazil,203070494,Acre,830018,0.3307,34,274463,0.1008,8,83693,0.0000,0,0
2021-06-28,Brazil,203070494,Acre,830018,0.3373,5513,279976,0.1040,2628,86321,0.0000,0,0
2021-06-29,Brazil,203070494,Acre,830018,0.3427,4444,284420,0.1066,2153,88474,0.0000,0,0
2021-06-30,Brazil,203070494,Acre,830018,0.3488,5109,289529,0.1098,2663,91137,0.0000,0,0
2021-07-01,Brazil,203070494,Acre,830018,0.3541,4415,293944,0.1119,1772,92909,0.0000,0,0
2021-07-02,Brazil,203070494,Acre,830018,0.3619,6399,300343,0.1137,1485,94394,0.0000,0,0
2021-07-03,Brazil,203070494,Acre,830018,0.3672,4423,304766,0.1145,635,95029,0.0000,0,0
2021-07-04,Brazil,203070494,Acre,830018,0.3722,4156,308922,0.1147,188,95217,0.0000,0,0
2021-07-05,Brazil,203070494,Acre,830018,0.3804,6810,315732,0.1175,2302,97519,0.0000,0,0
2021-07-06,Brazil,203070494,Acre,830018,0.3882,6469,322201,0.1198,1896,99415,0.0000,0,0
2021-07-07,Brazil,203070494,Acre,830018,0.3945,5252,327453,0.1215,1438,100853,0.0000,0,0
2021-07-08,Brazil,203070494,Acre,830018,0.3985,3337,330790,0.1229,1121,101974,0.0000,0,0
2021-07-09,Brazil,203070494,Acre,830018,0.4036,4230,335020,0.1243,1176,103150,0.0000,0,0
2021-07-10,Brazil,203070494,Acre,830018,0.4075,3235,338255,0.1248,422,103572,0.0000,0,0
2021-07-11,Brazil,203070494,Acre,830018,0.4076,52,338307,0.1248,28,103600,0.0000,0,0
2021-07-12,Brazil,203070494,Acre,830018,0.4133,4710,343017,0.1269,1728,105328,0.0000,0,0
2021-07-13,Brazil,203070494,Acre,830018,0.4166,2787,345804,0.1287,1518,106846,0.0000,0,0
2021-07-14,Brazil,203070494,Acre,830018,0.4190,1965,347769,0.1303,1340,108186,0.0000,0,0
2021-07-15,Brazil,203070494,Acre,830018,0.4204,1190,348959,0.1315,965,109151,0.0000,0,0
2021-07-16,Brazil,203070494,Acre,830018,0.4226,1769,350728,0.1334,1565,110716,0.0000,0,0
2021-07-17,Brazil,203070494,Acre,830018,0.4269,3612,354340,0.1341,587,111303,0.0000,0,0
2021-07-18,Brazil,203070494,Acre,830018,0.4270,105,354445,0.1342,115,111418,0.0000,0,0
2021-07-19,Brazil,203070494,Acre,830018,0.4329,4847,359292,0.1365,1866,113284,0.0000,0,0
2021-07-20,Brazil,203070494,Acre,830018,0.4391,5155,364447,0.1386,1722,115006,0.0000,0,0
2021-07-21,Brazil,203070494,Acre,830018,0.4411,1634,366081,0.1406,1718,116724,0.0000,0,0
2021-07-22,Brazil,203070494,Acre,830018,0.4427,1405,367486,0.1426,1601,118325,0.0000,0,0
2021-07-23,Brazil,203070494,Acre,830018,0.4589,13409,380895,0.1452,2206,120531,0.0000,0,0
2021-07-24,Brazil,203070494,Acre,830018,0.4656,5526,386421,0.1471,1533,122064,0.0000,0,0
2021-07-25,Brazil,203070494,Acre,830018,0.4666,850,387271,0.1474,298,122362,0.0000,0,0
2021-07-26,Brazil,203070494,Acre,830018,0.4756,7472,394743,0.1511,3031,125393,0.0000,0,0
2021-07-27,Brazil,203070494,Acre,830018,0.4836,6659,401402,0.1545,2867,128260,0.0000,0,0
2021-07-28,Brazil,203070494,Acre,830018,0.4885,4077,405479,0.1571,2134,130394,0.0000,0,0
2021-07-29,Brazil,203070494,Acre,830018,0.4918,2744,408223,0.1596,2083,132477,0.0000,0,0
2021-07-30,Brazil,203070494,Acre,830018,0.4950,2620,410843,0.1624,2334,134811,0.0000,0,0
2021-07-31,Brazil,203070494,Acre,830018,0.5023,6062,416905,0.1637,1104,135915,0.0000,0,0
2021-08-01,Brazil,203070494,Acre,830018,0.5025,144,417049,0.1640,169,136084,0.0000,0,0
2021-08-02,Brazil,203070494,Acre,830018,0.5064,3251,420300,0.1697,4759,140843,0.0000,0,0
2021-08-03,Brazil,203070494,Acre,830018,0.5098,2861,423161,0.1757,4982,145825,0.0000,0,0
2021-08-04,Brazil,203070494,Acre,830018,0.5147,4074,427235,0.1808,4253,150078,0.0000,0,0
2021-08-05,Brazil,203070494,Acre,830018,0.5192,3689,430924,0.1876,5633,155711,0.0000,0,0
2021-08-06,Brazil,203070494,Acre,830018,0.5262,5799,436723,0.1897,1775,157486,0.0000,0,0
2021-08-07,Brazil,203070494,Acre,830018,0.5296,2838,439561,0.1919,1787,159273,0.0000,0,0
2021-08-08,Brazil,203070494,Acre,830018,0.5299,278,439839,0.1924,451,159724,0.0000,0,0
2021-08-09,Brazil,203070494,Acre,830018,0.5418,9839,449678,0.1991,5514,165238,0.0000,0,0
2021-08-10,Brazil,203070494,Acre,830018,0.5501,6925,456603,0.2049,4814,170052,0.0000,0,0
2021-08-11,Brazil,203070494,Acre,830018,0.5570,5737,462340,0.2107,4839,174891,0.0000,0,0
2021-08-12,Brazil,203070494,Acre,830018,0.5669,8184,470524,0.2151,3631,178522,0.0000,0,0
2021-08-13,Brazil,203070494,Acre,830018,0.5753,6997,477521,0.2195,3657,182179,0.0000,0,0
2021-08-14,Brazil,203070494,Acre,830018,0.5798,3735,481256,0.2209,1140,183319,0.0000,0,0
2021-08-15,Brazil,203070494,Acre,830018,0.5801,274,481530,0.2209,73,183392,0.0000,0,0
2021-08-16,Brazil,203070494,Acre,830018,0.5863,5070,486600,0.2260,4223,187615,0.0000,0,0
2021-08-17,Brazil,203070494,Acre,830018,0.5927,5337,491937,0.2300,3254,190869,0.0000,0,0
2021-08-18,Brazil,203070494,Acre,830018,0.5974,3890,495827,0.2333,2768,193637,0.0000,0,0
2021-08-19,Brazil,203070494,Acre,830018,0.6012,3175,499002,0.2359,2187,195824,0.0000,0,0
2021-08-20,Brazil,203070494,Acre,830018,0.6051,3254,502256,0.2390,2524,198348,0.0000,0,0
2021-08-21,Brazil,203070494,Acre,830018,0.6063,959,503215,0.2400,847,199195,0.0000,0,0
2021-08-22,Brazil,203070494,Acre,830018,0.6065,216,503431,0.2401,66,199261,0.0000,0,0
2021-08-23,Brazil,203070494,Acre,830018,0.6106,3360,506791,0.2451,4173,203434,0.0000,0,0
2021-08-24,Brazil,203070494,Acre,830018,0.6143,3128,509919,0.2488,3062,206496,0.0000,0,0
2021-08-25,Brazil,203070494,Acre,830018,0.6183,3318,513237,0.2522,2841,209337,0.0000,0,0
2021-08-26,Brazil,203070494,Acre,830018,0.6215,2626,515863,0.2568,3814,213151,0.0000,0,0
2021-08-27,Brazil,203070494,Acre,830018,0.6243,2354,518217,0.2606,3164,216315,0.0000,0,0
2021-08-28,Brazil,203070494,Acre,830018,0.6254,917,519134,0.2613,607,216922,0.0000,0,0
2021-08-29,Brazil,203070494,Acre,830018,0.6255,70,519204,0.2614,36,216958,0.0000,0,0
2021-08-30,Brazil,203070494,Acre,830018,0.6285,2488,521692,0.2673,4924,221882,0.0000,0,0
2021-08-31,Brazil,203070494,Acre,830018,0.6313,2296,523988,0.2729,4626,226508,0.0000,0,0
2021-09-01,Brazil,203070494,Acre,830018,0.6340,2208,526196,0.2778,4074,230582,0.0000,0,0
2021-09-02,Brazil,203070494,Acre,830018,0.6359,1631,527827,0.2817,3274,233856,0.0000,0,0
2021-09-03,Brazil,203070494,Acre,830018,0.6379,1639,529466,0.2868,4178,238034,0.0000,0,0
2021-09-04,Brazil,203070494,Acre,830018,0.6384,449,529915,0.2882,1148,239182,0.0000,0,0
2021-09-05,Brazil,203070494,Acre,830018,0.6385,76,529991,0.2882,44,239226,0.0000,0,0
2021-09-06,Brazil,203070494,Acre,830018,0.6392,592,530583,0.2903,1766,240992,0.0000,0,0
2021-09-07,Brazil,203070494,Acre,830018,0.6398,447,531030,0.2916,1055,242047,0.0000,0,0
2021-09-08,Brazil,203070494,Acre,830018,0.6419,1769,532799,0.2972,4663,246710,0.0000,0,0
2021-09-09,Brazil,203070494,Acre,830018,0.6436,1398,534197,0.3026,4471,251181,0.0000,0,0
2021-09-10,Brazil,203070494,Acre,830018,0.6453,1379,535576,0.3072,3766,254947,0.0000,0,0
2021-09-11,Brazil,203070494,Acre,830018,0.6459,545,536121,0.3088,1389,256336,0.0000,0,0
2021-09-12,Brazil,203070494,Acre,830018,0.6460,70,536191,0.3089,63,256399,0.0000,0,0
2021-09-13,Brazil,203070494,Acre,830018,0.6479,1557,537748,0.3147,4847,261246,0.0000,0,0
2021-09-14,Brazil,203070494,Acre,830018,0.6498,1618,539366,0.3203,4591,265837,0.0000,0,0
2021-09-15,Brazil,203070494,Acre,830018,0.6523,2039,541405,0.3252,4111,269948,0.0000,0,0
2021-09-16,Brazil,203070494,Acre,830018,0.6540,1391,542796,0.3303,4248,274196,0.0000,0,0
2021-09-17,Brazil,203070494,Acre,830018,0.6555,1312,544108,0.3354,4200,278396,0.0000,0,0
2021-09-18,Brazil,203070494,Acre,830018,0.6560,367,544475,0.3371,1377,279773,0.0000,0,0
2021-09-19,Brazil,203070494,Acre,830018,0.6561,82,544557,0.3372,138,279911,0.0000,0,0
2021-09-20,Brazil,203070494,Acre,830018,0.6578,1467,546024,0.3432,4939,284850,0.0000,0,0
2021-09-21,Brazil,203070494,Acre,830018,0.6592,1120,547144,0.3489,4709,289559,0.0000,0,0
2021-09-22,Brazil,203070494,Acre,830018,0.6606,1186,548330,0.3540,4270,293829,0.0000,0,0
2021-09-23,Brazil,203070494,Acre,830018,0.6618,946,549276,0.3582,3467,297296,0.0000,0,0
2021-09-24,Brazil,203070494,Acre,830018,0.6633,1249,550525,0.3632,4167,301463,0.0000,0,0
2021-09-25,Brazil,203070494,Acre,830018,0.6635,209,550734,0.3640,696,302159,0.0000,0,0
2021-09-26,Brazil,203070494,Acre,830018,0.6636,50,550784,0.3641,77,302236,0.0000,0,0
2021-09-27,Brazil,203070494,Acre,830018,0.6648,1011,551795,0.3683,3454,305690,0.0000,0,0
2021-09-28,Brazil,203070494,Acre,830018,0.6659,915,552710,0.3734,4240,309930,0.0000,0,0
2021-09-29,Brazil,203070494,Acre,830018,0.6673,1135,553845,0.3794,4950,314880,0.0000,0,0
2021-09-30,Brazil,203070494,Acre,830018,0.6685,999,554844,0.3844,4163,319043,0.0000,0,0
2021-10-01,Brazil,203070494,Acre,830018,0.6696,903,555747,0.3892,3996,323039,0.0000,0,0
2021-10-02,Brazil,203070494,Acre,830018,0.6704,682,556429,0.3955,5257,328296,0.0000,0,0
2021-10-03,Brazil,203070494,Acre,830018,0.6704,14,556443,0.3955,7,328303,0.0000,0,0
2021-10-04,Brazil,203070494,Acre,830018,0.6713,782,557225,0.3996,3353,331656,0.0000,0,0
2021-10-05,Brazil,203070494,Acre,830018,0.6723,830,558055,0.4035,3217,334873,0.0000,0,0
2021-10-06,Brazil,203070494,Acre,830018,0.6734,913,558968,0.4078,3631,338504,0.0000,0,0
