date,country,population_total,state,population_per_state,one_shot_perc,one_shot_daily,one_shot_total,two_shot_perc,two_shot_daily,two_shot_total,three_shot_perc,three_shot_daily,three_shot_total
2021-02-05,Brazil,203070494,Amapá,733759,0.0213,985,15645,0.0001,10,41,0.0000,0,0
2021-02-06,Brazil,203070494,Amapá,733759,0.0216,201,15846,0.0001,0,41,0.0000,0,0
2021-02-07,Brazil,203070494,Amapá,733759,0.0216,30,15876,0.0001,2,43,0.0000,0,0
2021-02-08,Brazil,203070494,Amapá,733759,0.0218,150,16026,0.0001,8,51,0.0000,0,0
2021-02-09,Brazil,203070494,Amapá,733759,0.0222,237,16263,0.0003,168,219,0.0000,0,0
2021-02-10,Brazil,203070494,Amapá,733759,0.0231,714,16977,0.0004,75,294,0.0000,0,0
2021-02-11,Brazil,203070494,Amapá,733759,0.0240,665,17642,0.0011,517,811,0.0000,0,0
2021-02-12,Brazil,203070494,Amapá,733759,0.0244,284,17926,0.0017,408,1219,0.0000,0,0
2021-02-13,Brazil,203070494,Amapá,733759,0.0264,1474,19400,0.0017,38,1257,0.0000,0,0
2021-02-14,Brazil,203070494,Amapá,733759,0.0265,19,19419,0.0017,2,1259,0.0000,0,0
2021-02-15,Brazil,203070494,Amapá,733759,0.0268,233,19652,0.0024,484,1743,0.0000,0,0
2021-02-16,Brazil,203070494,Amapá,733759,0.0272,290,19942,0.0029,366,2109,0.0000,0,0
2021-02-17,Brazil,203070494,Amapá,733759,0.0277,349,20291,0.0053,1771,3880,0.0000,0,0
2021-02-18,Brazil,203070494,Amapá,733759,0.0291,1098,21389,0.0071,1337,5217,0.0000,0,0
2021-02-19,Brazil,203070494,Amapá,733759,0.0304,905,22294,0.0084,969,6186,0.0000,0,0
2021-02-20,Brazil,203070494,Amapá,733759,0.0305,116,22410,0.0091,478,6664,0.0000,0,0
2021-02-21,Brazil,203070494,Amapá,733759,0.0306,20,22430,0.0092,75,6739,0.0000,0,0
2021-02-22,Brazil,203070494,Amapá,733759,0.0309,277,22707,0.0104,859,7598,0.0000,0,0
2021-02-23,Brazil,203070494,Amapá,733759,0.0313,230,22937,0.0110,498,8096,0.0000,0,0
2021-02-24,Brazil,203070494,Amapá,733759,0.0316,271,23208,0.0115,366,8462,0.0000,0,0
2021-02-25,Brazil,203070494,Amapá,733759,0.0320,261,23469,0.0124,612,9074,0.0000,0,0
2021-02-26,Brazil,203070494,Amapá,733759,0.0323,261,23730,0.0133,666,9740,0.0000,0,0
2021-02-27,Brazil,203070494,Amapá,733759,0.0324,80,23810,0.0133,23,9763,0.0000,0,0
2021-02-28,Brazil,203070494,Amapá,733759,0.0325,7,23817,0.0133,5,9768,0.0000,0,0
2021-03-01,Brazil,203070494,Amapá,733759,0.0328,283,24100,0.0135,102,9870,0.0000,0,0
2021-03-02,Brazil,203070494,Amapá,733759,0.0332,281,24381,0.0136,141,10011,0.0000,0,0
2021-03-03,Brazil,203070494,Amapá,733759,0.0344,849,25230,0.0140,238,10249,0.0000,0,0
2021-03-04,Brazil,203070494,Amapá,733759,0.0349,382,25612,0.0146,467,10716,0.0000,0,0
2021-03-05,Brazil,203070494,Amapá,733759,0.0368,1378,26990,0.0151,355,11071,0.0000,0,0
2021-03-06,Brazil,203070494,Amapá,733759,0.0370,140,27130,0.0151,29,11100,0.0000,0,0
2021-03-07,Brazil,203070494,Amapá,733759,0.0370,10,27140,0.0152,23,11123,0.0000,0,0
2021-03-08,Brazil,203070494,Amapá,733759,0.0381,819,27959,0.0153,125,11248,0.0000,0,0
2021-03-09,Brazil,203070494,Amapá,733759,0.0395,1030,28989,0.0155,120,11368,0.0000,0,0
2021-03-10,Brazil,203070494,Amapá,733759,0.0409,1011,30000,0.0161,470,11838,0.0000,0,0
2021-03-11,Brazil,203070494,Amapá,733759,0.0427,1347,31347,0.0166,311,12149,0.0000,0,0
2021-03-12,Brazil,203070494,Amapá,733759,0.0452,1806,33153,0.0168,209,12358,0.0000,0,0
2021-03-13,Brazil,203070494,Amapá,733759,0.0455,244,33397,0.0186,1301,13659,0.0000,0,0
2021-03-14,Brazil,203070494,Amapá,733759,0.0455,22,33419,0.0186,4,13663,0.0000,0,0
2021-03-15,Brazil,203070494,Amapá,733759,0.0461,398,33817,0.0189,189,13852,0.0000,0,0
2021-03-16,Brazil,203070494,Amapá,733759,0.0466,351,34168,0.0194,350,14202,0.0000,0,0
2021-03-17,Brazil,203070494,Amapá,733759,0.0473,507,34675,0.0198,339,14541,0.0000,0,0
2021-03-18,Brazil,203070494,Amapá,733759,0.0482,692,35367,0.0209,784,15325,0.0000,0,0
2021-03-19,Brazil,203070494,Amapá,733759,0.0501,1367,36734,0.0212,266,15591,0.0000,0,0
2021-03-20,Brazil,203070494,Amapá,733759,0.0515,1063,37797,0.0214,99,15690,0.0000,0,0
2021-03-21,Brazil,203070494,Amapá,733759,0.0516,30,37827,0.0214,1,15691,0.0000,0,0
2021-03-22,Brazil,203070494,Amapá,733759,0.0554,2848,40675,0.0218,286,15977,0.0000,0,0
2021-03-23,Brazil,203070494,Amapá,733759,0.0609,4039,44714,0.0222,300,16277,0.0000,0,0
2021-03-24,Brazil,203070494,Amapá,733759,0.0668,4304,49018,0.0224,178,16455,0.0000,0,0
2021-03-25,Brazil,203070494,Amapá,733759,0.0733,4750,53768,0.0227,194,16649,0.0000,0,0
2021-03-26,Brazil,203070494,Amapá,733759,0.0754,1568,55336,0.0230,263,16912,0.0000,0,0
2021-03-27,Brazil,203070494,Amapá,733759,0.0760,435,55771,0.0231,52,16964,0.0000,0,0
2021-03-28,Brazil,203070494,Amapá,733759,0.0768,578,56349,0.0231,11,16975,0.0000,0,0
2021-03-29,Brazil,203070494,Amapá,733759,0.0785,1233,57582,0.0237,429,17404,0.0000,0,0
2021-03-30,Brazil,203070494,Amapá,733759,0.0797,866,58448,0.0248,783,18187,0.0000,0,0
2021-03-31,Brazil,203070494,Amapá,733759,0.0812,1120,59568,0.0254,442,18629,0.0000,0,0
2021-04-01,Brazil,203070494,Amapá,733759,0.0830,1317,60885,0.0262,569,19198,0.0000,0,0
2021-04-02,Brazil,203070494,Amapá,733759,0.0853,1675,62560,0.0269,555,19753,0.0000,0,0
2021-04-03,Brazil,203070494,Amapá,733759,0.0878,1900,64460,0.0272,193,19946,0.0000,0,0
2021-04-04,Brazil,203070494,Amapá,733759,0.0907,2080,66540,0.0273,80,20026,0.0000,0,0
2021-04-05,Brazil,203070494,Amapá,733759,0.0930,1669,68209,0.0285,896,20922,0.0000,0,0
2021-04-06,Brazil,203070494,Amapá,733759,0.0945,1131,69340,0.0294,621,21543,0.0000,0,0
2021-04-07,Brazil,203070494,Amapá,733759,0.0961,1167,70507,0.0303,669,22212,0.0000,0,0
2021-04-08,Brazil,203070494,Amapá,733759,0.0981,1450,71957,0.0319,1159,23371,0.0000,0,0
2021-04-09,Brazil,203070494,Amapá,733759,0.1019,2826,74783,0.0338,1417,24788,0.0000,0,0
2021-04-10,Brazil,203070494,Amapá,733759,0.1059,2926,77709,0.0342,342,25130,0.0000,0,0
2021-04-11,Brazil,203070494,Amapá,733759,0.1070,799,78508,0.0344,81,25211,0.0000,0,0
2021-04-12,Brazil,203070494,Amapá,733759,0.1088,1300,79808,0.0357,951,26162,0.0000,0,0
2021-04-13,Brazil,203070494,Amapá,733759,0.1112,1769,81577,0.0364,550,26712,0.0000,0,0
2021-04-14,Brazil,203070494,Amapá,733759,0.1121,650,82227,0.0371,538,27250,0.0000,1,1
2021-04-15,Brazil,203070494,Amapá,733759,0.1126,402,82629,0.0375,296,27546,0.0000,0,1
2021-04-16,Brazil,203070494,Amapá,733759,0.1133,498,83127,0.0398,1692,29238,0.0000,0,1
2021-04-17,Brazil,203070494,Amapá,733759,0.1135,160,83287,0.0404,382,29620,0.0000,0,1
2021-04-18,Brazil,203070494,Amapá,733759,0.1141,421,83708,0.0406,205,29825,0.0000,0,1
2021-04-19,Brazil,203070494,Amapá,733759,0.1168,1990,85698,0.0447,2983,32808,0.0000,0,1
2021-04-20,Brazil,203070494,Amapá,733759,0.1181,926,86624,0.0477,2210,35018,0.0000,0,1
2021-04-21,Brazil,203070494,Amapá,733759,0.1197,1173,87797,0.0481,292,35310,0.0000,0,1
2021-04-22,Brazil,203070494,Amapá,733759,0.1210,1016,88813,0.0492,790,36100,0.0000,0,1
2021-04-23,Brazil,203070494,Amapá,733759,0.1224,1013,89826,0.0507,1069,37169,0.0000,0,1
2021-04-24,Brazil,203070494,Amapá,733759,0.1232,549,90375,0.0523,1213,38382,0.0000,0,1
2021-04-25,Brazil,203070494,Amapá,733759,0.1238,501,90876,0.0523,18,38400,0.0000,0,1
2021-04-26,Brazil,203070494,Amapá,733759,0.1249,794,91670,0.0548,1798,40198,0.0000,0,1
2021-04-27,Brazil,203070494,Amapá,733759,0.1260,762,92432,0.0562,1041,41239,0.0000,0,1
2021-04-28,Brazil,203070494,Amapá,733759,0.1274,1016,93448,0.0570,553,41792,0.0000,0,1
2021-04-29,Brazil,203070494,Amapá,733759,0.1279,423,93871,0.0576,488,42280,0.0000,0,1
2021-04-30,Brazil,203070494,Amapá,733759,0.1287,585,94456,0.0580,287,42567,0.0000,0,1
2021-05-01,Brazil,203070494,Amapá,733759,0.1297,697,95153,0.0581,44,42611,0.0000,0,1
2021-05-02,Brazil,203070494,Amapá,733759,0.1300,199,95352,0.0588,549,43160,0.0000,0,1
2021-05-03,Brazil,203070494,Amapá,733759,0.1311,847,96199,0.0596,560,43720,0.0000,0,1
2021-05-04,Brazil,203070494,Amapá,733759,0.1330,1422,97621,0.0601,400,44120,0.0000,0,1
2021-05-05,Brazil,203070494,Amapá,733759,0.1367,2687,100308,0.0606,321,44441,0.0000,0,1
2021-05-06,Brazil,203070494,Amapá,733759,0.1395,2078,102386,0.0613,551,44992,0.0000,0,1
2021-05-07,Brazil,203070494,Amapá,733759,0.1442,3444,105830,0.0624,810,45802,0.0000,0,1
2021-05-08,Brazil,203070494,Amapá,733759,0.1467,1841,107671,0.0625,50,45852,0.0000,0,1
2021-05-09,Brazil,203070494,Amapá,733759,0.1467,4,107675,0.0625,4,45856,0.0000,0,1
2021-05-10,Brazil,203070494,Amapá,733759,0.1472,339,108014,0.0634,681,46537,0.0000,0,1
2021-05-11,Brazil,203070494,Amapá,733759,0.1487,1080,109094,0.0658,1753,48290,0.0000,0,1
2021-05-12,Brazil,203070494,Amapá,733759,0.1526,2868,111962,0.0665,508,48798,0.0000,0,1
2021-05-13,Brazil,203070494,Amapá,733759,0.1558,2371,114333,0.0668,219,49017,0.0000,0,1
2021-05-14,Brazil,203070494,Amapá,733759,0.1585,1971,116304,0.0701,2394,51411,0.0000,0,1
2021-05-15,Brazil,203070494,Amapá,733759,0.1588,221,116525,0.0805,7647,59058,0.0000,0,1
2021-05-16,Brazil,203070494,Amapá,733759,0.1589,91,116616,0.0815,736,59794,0.0000,0,1
2021-05-17,Brazil,203070494,Amapá,733759,0.1623,2446,119062,0.0820,347,60141,0.0000,0,1
2021-05-18,Brazil,203070494,Amapá,733759,0.1676,3904,122966,0.0823,278,60419,0.0000,0,1
2021-05-19,Brazil,203070494,Amapá,733759,0.1691,1115,124081,0.0826,165,60584,0.0000,0,1
2021-05-20,Brazil,203070494,Amapá,733759,0.1707,1141,125222,0.0828,138,60722,0.0000,0,1
2021-05-21,Brazil,203070494,Amapá,733759,0.1735,2116,127338,0.0831,242,60964,0.0000,0,1
2021-05-22,Brazil,203070494,Amapá,733759,0.1742,500,127838,0.0833,148,61112,0.0000,0,1
2021-05-23,Brazil,203070494,Amapá,733759,0.1743,23,127861,0.0833,2,61114,0.0000,0,1
2021-05-24,Brazil,203070494,Amapá,733759,0.1759,1218,129079,0.0837,288,61402,0.0000,0,1
2021-05-25,Brazil,203070494,Amapá,733759,0.1773,1001,130080,0.0842,365,61767,0.0000,0,1
2021-05-26,Brazil,203070494,Amapá,733759,0.1800,1968,132048,0.0845,204,61971,0.0000,0,1
2021-05-27,Brazil,203070494,Amapá,733759,0.1823,1737,133785,0.0846,130,62101,0.0000,0,1
2021-05-28,Brazil,203070494,Amapá,733759,0.1857,2494,136279,0.0849,159,62260,0.0000,0,1
2021-05-29,Brazil,203070494,Amapá,733759,0.1875,1321,137600,0.0849,42,62302,0.0000,0,1
2021-05-30,Brazil,203070494,Amapá,733759,0.1876,54,137654,0.0849,2,62304,0.0000,0,1
2021-05-31,Brazil,203070494,Amapá,733759,0.1901,1862,139516,0.0852,214,62518,0.0000,0,1
2021-06-01,Brazil,203070494,Amapá,733759,0.1928,1949,141465,0.0854,177,62695,0.0000,0,1
2021-06-02,Brazil,203070494,Amapá,733759,0.1947,1364,142829,0.0858,259,62954,0.0000,0,1
2021-06-03,Brazil,203070494,Amapá,733759,0.1952,392,143221,0.0859,65,63019,0.0000,0,1
2021-06-04,Brazil,203070494,Amapá,733759,0.1974,1612,144833,0.0866,504,63523,0.0000,0,1
2021-06-05,Brazil,203070494,Amapá,733759,0.1987,943,145776,0.0868,131,63654,0.0000,0,1
2021-06-06,Brazil,203070494,Amapá,733759,0.2006,1382,147158,0.0868,15,63669,0.0000,0,1
2021-06-07,Brazil,203070494,Amapá,733759,0.2042,2669,149827,0.0871,208,63877,0.0000,0,1
2021-06-08,Brazil,203070494,Amapá,733759,0.2082,2913,152740,0.0873,159,64036,0.0000,0,1
2021-06-09,Brazil,203070494,Amapá,733759,0.2125,3211,155951,0.0875,167,64203,0.0000,0,1
2021-06-10,Brazil,203070494,Amapá,733759,0.2167,3052,159003,0.0878,206,64409,0.0000,0,1
2021-06-11,Brazil,203070494,Amapá,733759,0.2269,7477,166480,0.0881,230,64639,0.0000,0,1
2021-06-12,Brazil,203070494,Amapá,733759,0.2313,3203,169683,0.0882,77,64716,0.0000,0,1
2021-06-13,Brazil,203070494,Amapá,733759,0.2319,449,170132,0.0882,8,64724,0.0000,0,1
2021-06-14,Brazil,203070494,Amapá,733759,0.2374,4051,174183,0.0883,90,64814,0.0000,0,1
2021-06-15,Brazil,203070494,Amapá,733759,0.2430,4132,178315,0.0885,104,64918,0.0000,0,1
2021-06-16,Brazil,203070494,Amapá,733759,0.2498,4952,183267,0.0889,322,65240,0.0000,0,1
2021-06-17,Brazil,203070494,Amapá,733759,0.2546,3566,186833,0.0893,318,65558,0.0000,0,1
2021-06-18,Brazil,203070494,Amapá,733759,0.2590,3233,190066,0.0896,179,65737,0.0000,0,1
2021-06-19,Brazil,203070494,Amapá,733759,0.2616,1882,191948,0.0911,1074,66811,0.0000,0,1
2021-06-20,Brazil,203070494,Amapá,733759,0.2621,342,192290,0.0911,6,66817,0.0000,0,1
2021-06-21,Brazil,203070494,Amapá,733759,0.2664,3148,195438,0.0914,279,67096,0.0000,0,1
2021-06-22,Brazil,203070494,Amapá,733759,0.2707,3185,198623,0.0922,546,67642,0.0000,0,1
2021-06-23,Brazil,203070494,Amapá,733759,0.2777,5147,203770,0.0927,387,68029,0.0000,0,1
2021-06-24,Brazil,203070494,Amapá,733759,0.2819,3088,206858,0.0936,631,68660,0.0000,0,1
2021-06-25,Brazil,203070494,Amapá,733759,0.2862,3149,210007,0.0950,1062,69722,0.0000,0,1
2021-06-26,Brazil,203070494,Amapá,733759,0.2915,3853,213860,0.0977,1955,71677,0.0000,0,1
2021-06-27,Brazil,203070494,Amapá,733759,0.2946,2329,216189,0.0978,121,71798,0.0000,0,1
2021-06-28,Brazil,203070494,Amapá,733759,0.3011,4750,220939,0.0998,1462,73260,0.0000,0,1
2021-06-29,Brazil,203070494,Amapá,733759,0.3071,4407,225346,0.1011,954,74214,0.0000,0,1
2021-06-30,Brazil,203070494,Amapá,733759,0.3112,2973,228319,0.1031,1453,75667,0.0000,0,1
2021-07-01,Brazil,203070494,Amapá,733759,0.3138,1924,230243,0.1045,1028,76695,0.0000,0,1
2021-07-02,Brazil,203070494,Amapá,733759,0.3182,3240,233483,0.1060,1114,77809,0.0000,0,1
2021-07-03,Brazil,203070494,Amapá,733759,0.3212,2205,235688,0.1069,628,78437,0.0000,0,1
2021-07-04,Brazil,203070494,Amapá,733759,0.3216,288,235976,0.1072,200,78637,0.0000,0,1
2021-07-05,Brazil,203070494,Amapá,733759,0.3254,2781,238757,0.1082,787,79424,0.0000,0,1
2021-07-06,Brazil,203070494,Amapá,733759,0.3297,3160,241917,0.1092,724,80148,0.0000,0,1
2021-07-07,Brazil,203070494,Amapá,733759,0.3359,4543,246460,0.1106,983,81131,0.0000,0,1
2021-07-08,Brazil,203070494,Amapá,733759,0.3419,4421,250881,0.1116,783,81914,0.0000,0,1
2021-07-09,Brazil,203070494,Amapá,733759,0.3474,4030,254911,0.1125,634,82548,0.0000,0,1
2021-07-10,Brazil,203070494,Amapá,733759,0.3508,2470,257381,0.1131,448,82996,0.0000,0,1
2021-07-11,Brazil,203070494,Amapá,733759,0.3508,8,257389,0.1131,0,82996,0.0000,0,1
2021-07-12,Brazil,203070494,Amapá,733759,0.3548,2983,260372,0.1141,754,83750,0.0000,0,1
2021-07-13,Brazil,203070494,Amapá,733759,0.3596,3495,263867,0.1154,939,84689,0.0000,0,1
2021-07-14,Brazil,203070494,Amapá,733759,0.3646,3645,267512,0.1175,1511,86200,0.0000,0,1
2021-07-15,Brazil,203070494,Amapá,733759,0.3708,4570,272082,0.1187,868,87068,0.0000,0,1
2021-07-16,Brazil,203070494,Amapá,733759,0.3759,3726,275808,0.1196,696,87764,0.0000,0,1
2021-07-17,Brazil,203070494,Amapá,733759,0.3800,2994,278802,0.1203,484,88248,0.0000,0,1
2021-07-18,Brazil,203070494,Amapá,733759,0.3805,369,279171,0.1204,81,88329,0.0000,0,1
2021-07-19,Brazil,203070494,Amapá,733759,0.3877,5318,284489,0.1213,695,89024,0.0000,0,1
2021-07-20,Brazil,203070494,Amapá,733759,0.3956,5803,290292,0.1224,763,89787,0.0000,0,1
2021-07-21,Brazil,203070494,Amapá,733759,0.4035,5809,296101,0.1233,683,90470,0.0000,0,1
2021-07-22,Brazil,203070494,Amapá,733759,0.4114,5738,301839,0.1242,641,91111,0.0000,0,1
2021-07-23,Brazil,203070494,Amapá,733759,0.4177,4672,306511,0.1254,891,92002,0.0000,0,1
2021-07-24,Brazil,203070494,Amapá,733759,0.4243,4847,311358,0.1274,1472,93474,0.0000,0,1
2021-07-25,Brazil,203070494,Amapá,733759,0.4255,840,312198,0.1276,185,93659,0.0000,0,1
2021-07-26,Brazil,203070494,Amapá,733759,0.4324,5085,317283,0.1297,1516,95175,0.0000,0,1
2021-07-27,Brazil,203070494,Amapá,733759,0.4395,5220,322503,0.1319,1640,96815,0.0000,0,1
2021-07-28,Brazil,203070494,Amapá,733759,0.4454,4305,326808,0.1344,1774,98589,0.0000,0,1
2021-07-29,Brazil,203070494,Amapá,733759,0.4519,4814,331622,0.1359,1097,99686,0.0000,0,1
2021-07-30,Brazil,203070494,Amapá,733759,0.4574,4033,335655,0.1381,1665,101351,0.0000,0,1
2021-07-31,Brazil,203070494,Amapá,733759,0.4605,2217,337872,0.1398,1213,102564,0.0000,0,1
2021-08-01,Brazil,203070494,Amapá,733759,0.4605,21,337893,0.1398,6,102570,0.0000,0,1
2021-08-02,Brazil,203070494,Amapá,733759,0.4669,4686,342579,0.1410,857,103427,0.0000,0,1
2021-08-03,Brazil,203070494,Amapá,733759,0.4748,5780,348359,0.1424,1092,104519,0.0000,0,1
2021-08-04,Brazil,203070494,Amapá,733759,0.4804,4174,352533,0.1458,2431,106950,0.0000,0,1
2021-08-05,Brazil,203070494,Amapá,733759,0.4855,3712,356245,0.1486,2053,109003,0.0000,0,1
2021-08-06,Brazil,203070494,Amapá,733759,0.4896,3021,359266,0.1512,1937,110940,0.0000,0,1
2021-08-07,Brazil,203070494,Amapá,733759,0.5033,10056,369322,0.1526,1017,111957,0.0000,0,1
2021-08-08,Brazil,203070494,Amapá,733759,0.5034,16,369338,0.1526,13,111970,0.0000,0,1
2021-08-09,Brazil,203070494,Amapá,733759,0.5054,1538,370876,0.1555,2142,114112,0.0000,0,1
2021-08-10,Brazil,203070494,Amapá,733759,0.5084,2168,373044,0.1606,3732,117844,0.0000,0,1
2021-08-11,Brazil,203070494,Amapá,733759,0.5117,2442,375486,0.1631,1815,119659,0.0000,0,1
2021-08-12,Brazil,203070494,Amapá,733759,0.5158,3011,378497,0.1665,2543,122202,0.0000,0,1
2021-08-13,Brazil,203070494,Amapá,733759,0.5215,4173,382670,0.1688,1666,123868,0.0000,0,1
2021-08-14,Brazil,203070494,Amapá,733759,0.5355,10291,392961,0.1703,1075,124943,0.0000,0,1
2021-08-15,Brazil,203070494,Amapá,733759,0.5356,24,392985,0.1703,49,124992,0.0000,0,1
2021-08-16,Brazil,203070494,Amapá,733759,0.5377,1543,394528,0.1718,1066,126058,0.0000,0,1
2021-08-17,Brazil,203070494,Amapá,733759,0.5418,3051,397579,0.1738,1497,127555,0.0000,0,1
2021-08-18,Brazil,203070494,Amapá,733759,0.5466,3512,401091,0.1770,2357,129912,0.0000,0,1
2021-08-19,Brazil,203070494,Amapá,733759,0.5536,5139,406230,0.1794,1745,131657,0.0000,0,1
2021-08-20,Brazil,203070494,Amapá,733759,0.5575,2836,409066,0.1817,1684,133341,0.0000,0,1
2021-08-21,Brazil,203070494,Amapá,733759,0.5699,9116,418182,0.1834,1246,134587,0.0000,0,1
2021-08-22,Brazil,203070494,Amapá,733759,0.5701,161,418343,0.1835,37,134624,0.0000,0,1
2021-08-23,Brazil,203070494,Amapá,733759,0.5733,2342,420685,0.1863,2099,136723,0.0000,0,1
2021-08-24,Brazil,203070494,Amapá,733759,0.5778,3297,423982,0.1892,2122,138845,0.0000,0,1
2021-08-25,Brazil,203070494,Amapá,733759,0.5832,3933,427915,0.1919,1944,140789,0.0000,0,1
2021-08-26,Brazil,203070494,Amapá,733759,0.5884,3849,431764,0.1956,2734,143523,0.0000,0,1
2021-08-27,Brazil,203070494,Amapá,733759,0.5931,3405,435169,0.1983,1964,145487,0.0000,0,1
2021-08-28,Brazil,203070494,Amapá,733759,0.5988,4194,439363,0.2027,3269,148756,0.0000,0,1
2021-08-29,Brazil,203070494,Amapá,733759,0.5990,126,439489,0.2028,35,148791,0.0000,0,1
2021-08-30,Brazil,203070494,Amapá,733759,0.6031,3049,442538,0.2073,3302,152093,0.0000,0,1
2021-08-31,Brazil,203070494,Amapá,733759,0.6072,2973,445511,0.2149,5610,157703,0.0000,0,1
2021-09-01,Brazil,203070494,Amapá,733759,0.6110,2846,448357,0.2208,4331,162034,0.0000,0,1
2021-09-02,Brazil,203070494,Amapá,733759,0.6141,2238,450595,0.2246,2757,164791,0.0000,0,1
2021-09-03,Brazil,203070494,Amapá,733759,0.6174,2416,453011,0.2296,3669,168460,0.0000,0,1
2021-09-04,Brazil,203070494,Amapá,733759,0.6221,3441,456452,0.2333,2697,171157,0.0000,0,1
2021-09-05,Brazil,203070494,Amapá,733759,0.6221,14,456466,0.2333,45,171202,0.0000,0,1
2021-09-06,Brazil,203070494,Amapá,733759,0.6245,1781,458247,0.2372,2809,174011,0.0000,0,1
2021-09-07,Brazil,203070494,Amapá,733759,0.6246,88,458335,0.2389,1274,175285,0.0000,0,1
2021-09-08,Brazil,203070494,Amapá,733759,0.6277,2231,460566,0.2432,3144,178429,0.0000,0,1
2021-09-09,Brazil,203070494,Amapá,733759,0.6315,2798,463364,0.2481,3622,182051,0.0000,0,1
2021-09-10,Brazil,203070494,Amapá,733759,0.6351,2618,465982,0.2524,3148,185199,0.0000,0,1
2021-09-11,Brazil,203070494,Amapá,733759,0.6414,4624,470606,0.2552,2081,187280,0.0000,0,1
2021-09-12,Brazil,203070494,Amapá,733759,0.6414,13,470619,0.2553,13,187293,0.0000,0,1
2021-09-13,Brazil,203070494,Amapá,733759,0.6414,36,470655,0.2553,64,187357,0.0000,0,1
2021-09-14,Brazil,203070494,Amapá,733759,0.6449,2542,473197,0.2622,5010,192367,0.0000,0,1
2021-09-15,Brazil,203070494,Amapá,733759,0.6474,1860,475057,0.2684,4545,196912,0.0000,0,1
2021-09-16,Brazil,203070494,Amapá,733759,0.6484,676,475733,0.2724,2960,199872,0.0000,0,1
2021-09-17,Brazil,203070494,Amapá,733759,0.6492,643,476376,0.2759,2574,202446,0.0000,0,1
2021-09-18,Brazil,203070494,Amapá,733759,0.6507,1082,477458,0.2788,2099,204545,0.0000,0,1
2021-09-19,Brazil,203070494,Amapá,733759,0.6507,14,477472,0.2788,23,204568,0.0000,0,1
2021-09-20,Brazil,203070494,Amapá,733759,0.6517,699,478171,0.2832,3206,207774,0.0000,0,1
2021-09-21,Brazil,203070494,Amapá,733759,0.6534,1236,479407,0.2873,3019,210793,0.0000,0,1
2021-09-22,Brazil,203070494,Amapá,733759,0.6550,1208,480615,0.2915,3099,213892,0.0000,0,1
2021-09-23,Brazil,203070494,Amapá,733759,0.6564,1058,481673,0.2956,3036,216928,0.0000,0,1
2021-09-24,Brazil,203070494,Amapá,733759,0.6584,1435,483108,0.2991,2568,219496,0.0000,0,1
2021-09-25,Brazil,203070494,Amapá,733759,0.6602,1300,484408,0.3017,1890,221386,0.0000,0,1
2021-09-26,Brazil,203070494,Amapá,733759,0.6602,30,484438,0.3017,23,221409,0.0000,0,1
2021-09-27,Brazil,203070494,Amapá,733759,0.6619,1204,485642,0.3057,2891,224300,0.0000,0,1
2021-09-28,Brazil,203070494,Amapá,733759,0.6634,1106,486748,0.3088,2262,226562,0.0000,0,1
2021-09-29,Brazil,203070494,Amapá,733759,0.6647,1015,487763,0.3122,2520,229082,0.0000,0,1
2021-09-30,Brazil,203070494,Amapá,733759,0.6661,967,488730,0.3158,2656,231738,0.0000,0,1
2021-10-01,Brazil,203070494,Amapá,733759,0.6671,725,489455,0.3202,3223,234961,0.0000,0,1
2021-10-02,Brazil,203070494,Amapá,733759,0.6681,733,490188,0.3231,2101,237062,0.0000,0,1
2021-10-03,Brazil,203070494,Amapá,733759,0.6681,13,490201,0.3231,12,237074,0.0000,0,1
2021-10-04,Brazil,203070494,Amapá,733759,0.6692,806,491007,0.3273,3075,240149,0.0000,0,1
2021-10-05,Brazil,203070494,Amapá,733759,0.6704,881,491888,0.3323,3655,243804,0.0000,0,1
2021-10-06,Brazil,203070494,Amapá,733759,0.6717,972,492860,0.3366,3178,246982,0.0000,0,1
2021-10-07,Brazil,203070494,Amapá,733759,0.6728,838,493698,0.3401,2533,249515,0.0000,0,1
2021-10-08,Brazil,203070494,Amapá,733759,0.6736,592,494290,0.3441,2972,252487,0.0000,1,2
2021-10-09,Brazil,203070494,Amapá,733759,0.6743,511,494801,0.3474,2426,254913,0.0000,0,2
2021-10-10,Brazil,203070494,Amapá,733759,0.6744,28,494829,0.3478,253,255166,0.0000,0,2
2021-10-11,Brazil,203070494,Amapá,733759,0.6751,528,495357,0.3512,2554,257720,0.0000,0,2
2021-10-12,Brazil,203070494,Amapá,733759,0.6752,46,495403,0.3514,102,257822,0.0000,0,2
2021-10-13,Brazil,203070494,Amapá,733759,0.6762,757,496160,0.3564,3706,261528,0.0000,0,2
2021-10-14,Brazil,203070494,Amapá,733759,0.6772,746,496906,0.3617,3865,265393,0.0000,1,3
2021-10-15,Brazil,203070494,Amapá,733759,0.6778,469,497375,0.3657,2923,268316,0.0000,0,3
2021-10-16,Brazil,203070494,Amapá,733759,0.6784,411,497786,0.3683,1918,270234,0.0000,0,3
2021-10-17,Brazil,203070494,Amapá,733759,0.6784,8,497794,0.3683,8,270242,0.0000,0,3
2021-10-18,Brazil,203070494,Amapá,733759,0.6795,788,498582,0.3740,4210,274452,0.0000,0,3
2021-10-19,Brazil,203070494,Amapá,733759,0.6808,993,499575,0.3799,4328,278780,0.0000,0,3
